Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.657962169,0.657962169,0.657962169,0.657962169,0.657962169,0,0,0,0,22.14899856,65.62097248,65.62097248,579890.8
0.02,0,0.614978184,0.614978184,0.614978184,0.614978184,0.614978184,0,0,0,0,22.14899856,65.62097248,65.62097248,1159782
0.03,0,0.579506915,0.579506915,0.579506915,0.579506915,0.579506915,0,0,0,0,22.14899856,65.62097248,65.62097248,1739672
0.04,0,0.552747882,0.552747882,0.552747882,0.552747882,0.552747882,0,0,0,0,22.14899856,65.62097248,65.62097248,2319563
0.05,0,0.531872187,0.531872187,0.531872187,0.531872187,0.531872187,0,0,0,0,22.14899856,65.62097248,65.62097248,2899454
0.06,0,0.51501045,0.51501045,0.51501045,0.51501045,0.51501045,0,0,0,0,22.14899856,65.62097248,65.62097248,3479345
0.07,0,0.501004891,0.501004891,0.501004891,0.501004891,0.501004891,0,0,0,0,22.14899856,65.62097248,65.62097248,4059236
0.08,0,0.489112597,0.489112597,0.489112597,0.489112597,0.489112597,0,0,0,0,22.14899856,65.62097248,65.62097248,4639126
0.09,0,0.479425945,0.479425945,0.479425945,0.479425945,0.479425945,0,0,0,0,22.14899856,65.62097248,65.62097248,5219018
0.1,0,0.467384985,0.467384985,0.467384985,0.467384985,0.467384985,0,0,0,0,22.14899856,65.62097248,65.62097248,5798908
0.11,0,0.473421873,0.473421873,0.473421873,0.473421873,0.473421873,0,0,0,0,22.14899856,65.62097248,65.62097248,6378799
0.12,0,0.477971587,0.477971587,0.477971587,0.477971587,0.477971587,0,0,0,0,22.14899856,65.62097248,65.62097248,6958690
0.13,0,0.481422826,0.481422826,0.481422826,0.481422826,0.481422826,0,0,0,0,22.14899856,65.62097248,65.62097248,7538580
0.14,0,0.484046005,0.484046005,0.484046005,0.484046005,0.484046005,0,0,0,0,22.14899856,65.62097248,65.62097248,8118472
0.15,0,0.486034202,0.486034202,0.486034202,0.486034202,0.486034202,0,0,0,0,22.14899856,65.62097248,65.62097248,8698362
0.16,0,0.487528399,0.487528399,0.487528399,0.487528399,0.487528399,0,0,0,0,22.14899856,65.62097248,65.62097248,9278253
0.17,0,0.488633516,0.488633516,0.488633516,0.488633516,0.488633516,0,0,0,0,22.14899856,65.62097248,65.62097248,9858144
0.18,0,0.489429003,0.489429003,0.489429003,0.489429003,0.489429003,0,0,0,0,22.14899856,65.62097248,65.62097248,10438040
0.19,0,0.489975808,0.489975808,0.489975808,0.489975808,0.489975808,0,0,0,0,22.14899856,65.62097248,65.62097248,11017920
0.2,0,0.490321362,0.490321362,0.490321362,0.490321362,0.490321362,0,0,0,0,22.14899856,65.62097248,65.62097248,11597820
0.21,0,0.490503034,0.490503034,0.490503034,0.490503034,0.490503034,0,0,0,0,22.14899856,65.62097248,65.62097248,12177710
0.22,0,0.490550467,0.490550467,0.490550467,0.490550467,0.490550467,0,0,0,0,22.14899856,65.62097248,65.62097248,12757600
0.23,0,0.490487439,0.490487439,0.490487439,0.490487439,0.490487439,0,0,0,0,22.14899856,65.62097248,65.62097248,13337490
0.24,0,0.490333242,0.490333242,0.490333242,0.490333242,0.490333242,0,0,0,0,22.14899856,65.62097248,65.62097248,13917380
0.25,0,0.490100105,0.490100105,0.490100105,0.490100105,0.490100105,0,0,0,0,22.14899856,65.62097248,65.62097248,14497270
0.26,0,0.490184163,0.490184163,0.490184163,0.490184163,0.490184163,0,0,0,0,22.14899856,65.62097248,65.62097248,15077160
0.27,0,0.490219392,0.490219392,0.490219392,0.490219392,0.490219392,0,0,0,0,22.14899856,65.62097248,65.62097248,15657050
0.28,0,0.490214083,0.490214083,0.490214083,0.490214083,0.490214083,0,0,0,0,22.14899856,65.62097248,65.62097248,16236940
0.29,0,0.490175133,0.490175133,0.490175133,0.490175133,0.490175133,0,0,0,0,22.14899856,65.62097248,65.62097248,16816830
0.3,0,0.490108286,0.490108286,0.490108286,0.490108286,0.490108286,0,0,0,0,22.14899856,65.62097248,65.62097248,17396720
0.31,0,0.490018386,0.490018386,0.490018386,0.490018386,0.490018386,0,0,0,0,22.14899856,65.62097248,65.62097248,17976620
0.32,0,0.489909507,0.489909507,0.489909507,0.489909507,0.489909507,0,0,0,0,22.14899856,65.62097248,65.62097248,18556510
0.33,0,0.489785179,0.489785179,0.489785179,0.489785179,0.489785179,0,0,0,0,22.14899856,65.62097248,65.62097248,19136400
0.34,0,0.489648269,0.489648269,0.489648269,0.489648269,0.489648269,0,0,0,0,22.14899856,65.62097248,65.62097248,19716290
0.35,0,0.489501286,0.489501286,0.489501286,0.489501286,0.489501286,0,0,0,0,22.14899856,65.62097248,65.62097248,20296180
0.36,0,0.48934638,0.48934638,0.48934638,0.48934638,0.48934638,0,0,0,0,22.14899856,65.62097248,65.62097248,20876070
0.37,0,0.489185348,0.489185348,0.489185348,0.489185348,0.489185348,0,0,0,0,22.14899856,65.62097248,65.62097248,21455960
0.38,0,0.489019771,0.489019771,0.489019771,0.489019771,0.489019771,0,0,0,0,22.14899856,65.62097248,65.62097248,22035850
0.39,0,0.488850982,0.488850982,0.488850982,0.488850982,0.488850982,0,0,0,0,22.14899856,65.62097248,65.62097248,22615740
0.4,0,0.488680133,0.488680133,0.488680133,0.488680133,0.488680133,0,0,0,0,22.14899856,65.62097248,65.62097248,23195630
0.41,0,0.488508161,0.488508161,0.488508161,0.488508161,0.488508161,0,0,0,0,22.14899856,65.62097248,65.62097248,23775520
0.42,0,0.488335969,0.488335969,0.488335969,0.488335969,0.488335969,0,0,0,0,22.14899856,65.62097248,65.62097248,24355410
0.43,0,0.488164227,0.488164227,0.488164227,0.488164227,0.488164227,0,0,0,0,22.14899856,65.62097248,65.62097248,24935310
0.44,0,0.487993624,0.487993624,0.487993624,0.487993624,0.487993624,0,0,0,0,22.14899856,65.62097248,65.62097248,25515200
0.45,0,0.48782465,0.48782465,0.48782465,0.48782465,0.48782465,0,0,0,0,22.14899856,65.62097248,65.62097248,26095090
0.46,0,0.487657756,0.487657756,0.487657756,0.487657756,0.487657756,0,0,0,0,22.14899856,65.62097248,65.62097248,26674980
0.47,0,0.487493361,0.487493361,0.487493361,0.487493361,0.487493361,0,0,0,0,22.14899856,65.62097248,65.62097248,27254870
0.48,0,0.487331763,0.487331763,0.487331763,0.487331763,0.487331763,0,0,0,0,22.14899856,65.62097248,65.62097248,27834760
0.49,0,0.487173283,0.487173283,0.487173283,0.487173283,0.487173283,0,0,0,0,22.14899856,65.62097248,65.62097248,28414650
0.5,0,0.487018117,0.487018117,0.487018117,0.487018117,0.487018117,0,0,0,0,22.14899856,65.62097248,65.62097248,28994540
0.51,0,0.486866527,0.486866527,0.486866527,0.486866527,0.486866527,0,0,0,0,22.14899856,65.62097248,65.62097248,29574430
0.52,0,0.486718608,0.486718608,0.486718608,0.486718608,0.486718608,0,0,0,0,22.14899856,65.62097248,65.62097248,30154320
0.53,0,0.486574554,0.486574554,0.486574554,0.486574554,0.486574554,0,0,0,0,22.14899856,65.62097248,65.62097248,30734210
0.54,0,0.486434428,0.486434428,0.486434428,0.486434428,0.486434428,0,0,0,0,22.14899856,65.62097248,65.62097248,31314100
0.55,0,0.486298394,0.486298394,0.486298394,0.486298394,0.486298394,0,0,0,0,22.14899856,65.62097248,65.62097248,31894000
0.56,0,0.486166483,0.486166483,0.486166483,0.486166483,0.486166483,0,0,0,0,22.14899856,65.62097248,65.62097248,32473890
0.57,0,0.486038745,0.486038745,0.486038745,0.486038745,0.486038745,0,0,0,0,22.14899856,65.62097248,65.62097248,33053780
0.58,0,0.485915209,0.485915209,0.485915209,0.485915209,0.485915209,0,0,0,0,22.14899856,65.62097248,65.62097248,33633660
0.59,0,0.48579596,0.48579596,0.48579596,0.48579596,0.48579596,0,0,0,0,22.14899856,65.62097248,65.62097248,34213560
0.6,0,0.48568092,0.48568092,0.48568092,0.48568092,0.48568092,0,0,0,0,22.14899856,65.62097248,65.62097248,34793450
0.61,0,0.486274051,0.486274051,0.486274051,0.486274051,0.486274051,0,0,0,0,22.14899856,65.62097248,65.62097248,35373340
0.62,0,0.486845806,0.486845806,0.486845806,0.486845806,0.486845806,0,0,0,0,22.14899856,65.62097248,65.62097248,35953230
0.63,0,0.487421395,0.487421395,0.487421395,0.487421395,0.487421395,0,0,0,0,22.14899856,65.62097248,65.62097248,36533120
0.64,0,0.488000735,0.488000735,0.488000735,0.488000735,0.488000735,0,0,0,0,22.14899856,65.62097248,65.62097248,37113010
0.65,0,0.488583849,0.488583849,0.488583849,0.488583849,0.488583849,0,0,0,0,22.14899856,65.62097248,65.62097248,37692900
0.66,0,0.489170614,0.489170614,0.489170614,0.489170614,0.489170614,0,0,0,0,22.14899856,65.62097248,65.62097248,38272800
0.67,0,0.489761061,0.489761061,0.489761061,0.489761061,0.489761061,0,0,0,0,22.14899856,65.62097248,65.62097248,38852680
0.68,0,0.490355069,0.490355069,0.490355069,0.490355069,0.490355069,0,0,0,0,22.14899856,65.62097248,65.62097248,39432580
0.69,0,0.490952582,0.490952582,0.490952582,0.490952582,0.490952582,0,0,0,0,22.14899856,65.62097248,65.62097248,40012460
0.7,0,0.491553575,0.491553575,0.491553575,0.491553575,0.491553575,0,0,0,0,22.14899856,65.62097248,65.62097248,40592360
0.71,0,0.492157948,0.492157948,0.492157948,0.492157948,0.492157948,0,0,0,0,22.14899856,65.62097248,65.62097248,41172250
0.72,0,0.49276571,0.49276571,0.49276571,0.49276571,0.49276571,0,0,0,0,22.14899856,65.62097248,65.62097248,41752140
0.73,0,0.493376723,0.493376723,0.493376723,0.493376723,0.493376723,0,0,0,0,22.14899856,65.62097248,65.62097248,42332030
0.74,0,0.493991034,0.493991034,0.493991034,0.493991034,0.493991034,0,0,0,0,22.14899856,65.62097248,65.62097248,42911920
0.75,0,0.494608465,0.494608465,0.494608465,0.494608465,0.494608465,0,0,0,0,22.14899856,65.62097248,65.62097248,43491810
0.76,0,0.49522906,0.49522906,0.49522906,0.49522906,0.49522906,0,0,0,0,22.14899856,65.62097248,65.62097248,44071700
0.77,0,0.495852741,0.495852741,0.495852741,0.495852741,0.495852741,0,0,0,0,22.14899856,65.62097248,65.62097248,44651590
0.78,0,0.496479421,0.496479421,0.496479421,0.496479421,0.496479421,0,0,0,0,22.14899856,65.62097248,65.62097248,45231480
0.79,0,0.497142726,0.497142726,0.497142726,0.497142726,0.497142726,0,0,0,0,22.14899856,65.62097248,65.62097248,45811380
0.8,0,0.497859466,0.497859466,0.497859466,0.497859466,0.497859466,0,0,0,0,22.14899856,65.62097248,65.62097248,46391260
0.81,0,0.498580671,0.498580671,0.498580671,0.498580671,0.498580671,0,0,0,0,22.14899856,65.62097248,65.62097248,46971160
0.82,0,0.499306317,0.499306317,0.499306317,0.499306317,0.499306317,0,0,0,0,22.14899856,65.62097248,65.62097248,47551040
0.83,0,0.500036196,0.500036196,0.500036196,0.500036196,0.500036196,0,0,0,0,22.14899856,65.62097248,65.62097248,48130940
0.84,0,0.500770286,0.500770286,0.500770286,0.500770286,0.500770286,0,0,0,0,22.14899856,65.62097248,65.62097248,48710830
0.85,0,0.501508422,0.501508422,0.501508422,0.501508422,0.501508422,0,0,0,0,22.14899856,65.62097248,65.62097248,49290720
0.86,0,0.5022505,0.5022505,0.5022505,0.5022505,0.5022505,0,0,0,0,22.14899856,65.62097248,65.62097248,49870610
0.87,0,0.502996443,0.502996443,0.502996443,0.502996443,0.502996443,0,0,0,0,22.14899856,65.62097248,65.62097248,50450500
0.88,0,0.503746149,0.503746149,0.503746149,0.503746149,0.503746149,0,0,0,0,22.14899856,65.62097248,65.62097248,51030390
0.89,0,0.504499549,0.504499549,0.504499549,0.504499549,0.504499549,0,0,0,0,22.14899856,65.62097248,65.62097248,51610280
0.9,0,0.505256516,0.505256516,0.505256516,0.505256516,0.505256516,0,0,0,0,22.14899856,65.62097248,65.62097248,52190170
0.91,0,0.50869226,0.50869226,0.50869226,0.50869226,0.50869226,0,0,0,0,22.80745384,65.53524959,65.4884138,52770060
0.92,0,0.518999493,0.518999493,0.518999493,0.518999493,0.518999493,0,0,0,0,23.46590912,65.44952669,65.35585513,53349960
0.93,0,0.532517576,0.532517576,0.532517576,0.532517576,0.532517576,0,0,0,0,24.1243644,65.36380379,65.22329645,53929840
0.94,0,0.544092892,0.544092892,0.544092892,0.544092892,0.544092892,0,0,0,0,24.78281967,65.2780809,65.09073777,54509740
0.95,0,0.555668209,0.555668209,0.555668209,0.555668209,0.555668209,0,0,0,0,25.44127495,65.192358,64.95817909,55089630
0.96,0,0.567243525,0.567243525,0.567243525,0.567243525,0.567243525,0,0,0,0,26.09973023,65.10663511,64.82562041,55669520
0.97,0,0.578818841,0.578818841,0.578818841,0.578818841,0.578818841,0,0,0,0,26.7581855,65.02091221,64.69306173,56249410
0.98,0,0.590394158,0.590394158,0.590394158,0.590394158,0.590394158,0,0,0,0,27.41664078,64.93518931,64.56050305,56829300
0.99,0,0.601969474,0.601969474,0.601969474,0.601969474,0.601969474,0,0,0,0,28.07509606,64.84946642,64.42794438,57409190
1,0,0.613544791,0.613544791,0.613544791,0.613544791,0.613544791,0,0,0,0,28.73355134,64.76374352,64.2953857,57989080
1.01,0,0.625120107,0.625120107,0.625120107,0.625120107,0.625120107,0,0,0,0,29.39200661,64.67802063,64.16282702,58568970
1.02,0,0.636695424,0.636695424,0.636695424,0.636695424,0.636695424,0,0,0,0,30.05046189,64.59229773,64.03026834,59148860
1.03,0,0.64827074,0.64827074,0.64827074,0.64827074,0.64827074,0,0,0,0,30.70891717,64.50657483,63.89770966,59728750
1.04,0,0.659846057,0.659846057,0.659846057,0.659846057,0.659846057,0,0,0,0,31.36737245,64.42085194,63.76515098,60308640
1.05,0,0.671421373,0.671421373,0.671421373,0.671421373,0.671421373,0,0,0,0,32.02582772,64.33512904,63.63259231,60888530
1.06,0,0.670553482,0.670553482,0.670553482,0.670553482,0.670553482,0,0,0,0,32.24650896,64.31978854,63.62294253,61468420
1.07,0,0.669742178,0.669742178,0.669742178,0.669742178,0.669742178,0,0,0,0,32.45079752,64.30610933,63.6144325,62048320
1.08,0,0.668985322,0.668985322,0.668985322,0.668985322,0.668985322,0,0,0,0,32.5799505,64.33891541,63.6481118,62628210
1.09,0,0.66828116,0.66828116,0.66828116,0.66828116,0.66828116,0,0,0,0,32.55827678,64.47456661,63.77557097,63208100
1.1,0,0.667628253,0.667628253,0.667628253,0.667628253,0.667628253,0,0,0,0,32.53758186,64.60405029,63.89722474,63787990
1.11,0,0.667025317,0.667025317,0.667025317,0.667025317,0.667025317,0,0,0,0,32.51772434,64.72829144,64.01394362,64367880
1.12,0,0.66647128,0.66647128,0.66647128,0.66647128,0.66647128,0,0,0,0,32.49858319,64.84805556,64.12644786,64947770
1.13,0,0.665965165,0.665965165,0.665965165,0.665965165,0.665965165,0,0,0,0,32.4800726,64.96391409,64.23527525,65527660
1.14,0,0.665506119,0.665506119,0.665506119,0.665506119,0.665506119,0,0,0,0,32.46209572,65.0763362,64.34086676,66107550
1.15,0,0.665093384,0.665093384,0.665093384,0.665093384,0.665093384,0,0,0,0,32.44461326,65.18572416,64.44360141,66687440
1.16,0,0.663834656,0.663834656,0.663834656,0.663834656,0.663834656,0,0,0,0,32.42755684,65.29239753,64.5437795,67267330
1.17,0,0.662592021,0.662592021,0.662592021,0.662592021,0.662592021,0,0,0,0,32.41089485,65.39661635,64.64164593,67847220
1.18,0,0.661419128,0.661419128,0.661419128,0.661419128,0.661419128,0,0,0,0,32.3743301,65.48124365,64.72056934,68427110
1.19,0,0.660331329,0.660331329,0.660331329,0.660331329,0.660331329,0,0,0,0,32.26832131,65.50396578,64.73948567,69007010
1.2,0,0.659312562,0.659312562,0.659312562,0.659312562,0.659312562,0,0,0,0,32.16441056,65.5263672,64.75812483,69586900
1.21,0,0.658358181,0.658358181,0.658358181,0.658358181,0.658358181,0,0,0,0,32.06242551,65.54846772,64.77650248,70166790
1.22,0,0.657465692,0.657465692,0.657465692,0.657465692,0.657465692,0,0,0,0,31.96221868,65.57030803,64.79465443,70746680
1.23,0,0.656633143,0.656633143,0.656633143,0.656633143,0.656633143,0,0,0,0,31.86365252,65.59189887,64.81258837,71326570
1.24,0,0.655859459,0.655859459,0.655859459,0.655859459,0.655859459,0,0,0,0,31.76661477,65.61327115,64.8303315,71906460
1.25,0,0.655143496,0.655143496,0.655143496,0.655143496,0.655143496,0,0,0,0,31.67099643,65.63442708,64.84788396,72486350
1.26,0,0.654484331,0.654484331,0.654484331,0.654484331,0.654484331,0,0,0,0,31.57671382,65.65541192,64.86528699,73066240
1.27,0,0.653881357,0.653881357,0.653881357,0.653881357,0.653881357,0,0,0,0,31.48366979,65.6762183,64.88253185,73646130
1.28,0,0.653333974,0.653333974,0.653333974,0.653333974,0.653333974,0,0,0,0,31.39180176,65.69687596,64.89964554,74226020
1.29,0,0.652841666,0.652841666,0.652841666,0.652841666,0.652841666,0,0,0,0,31.30102968,65.71738524,64.91662688,74805910
1.3,0,0.652403785,0.652403785,0.652403785,0.652403785,0.652403785,0,0,0,0,31.21128621,65.73775756,64.93348539,75385800
1.31,0,0.652020224,0.652020224,0.652020224,0.652020224,0.652020224,0,0,0,0,31.12251666,65.75800647,64.95023286,75965700
1.32,0,0.651690332,0.651690332,0.651690332,0.651690332,0.651690332,0,0,0,0,31.03467706,65.77815508,64.96689031,76545590
1.33,0,0.651413996,0.651413996,0.651413996,0.651413996,0.651413996,0,0,0,0,30.94770921,65.7981965,64.98345014,77125480
1.34,0,0.651190729,0.651190729,0.651190729,0.651190729,0.651190729,0,0,0,0,30.86156873,65.81814231,64.99992241,77705370
1.35,0,0.65102048,0.65102048,0.65102048,0.65102048,0.65102048,0,0,0,0,30.77621198,65.83799502,65.01630868,78285260
1.36,0,0.650902822,0.650902822,0.650902822,0.650902822,0.650902822,0,0,0,0,30.69161315,65.85777681,65.0326294,78865150
1.37,0,0.650837655,0.650837655,0.650837655,0.650837655,0.650837655,0,0,0,0,30.60771832,65.87748478,65.04888072,79445040
1.38,0,0.650824798,0.650824798,0.650824798,0.650824798,0.650824798,0,0,0,0,30.52450639,65.89712217,65.06506536,80024930
1.39,0,0.650864096,0.650864096,0.650864096,0.650864096,0.650864096,0,0,0,0,30.44193013,65.91670136,65.08119392,80604820
1.4,0,0.650955307,0.650955307,0.650955307,0.650955307,0.650955307,0,0,0,0,30.3599842,65.93622482,65.0972688,81184710
1.41,0,0.651098304,0.651098304,0.651098304,0.651098304,0.651098304,0,0,0,0,30.27863314,65.95570797,65.11330372,81764600
1.42,0,0.650131987,0.650131987,0.650131987,0.650131987,0.650131987,0,0,0,0,30.19582943,65.97681037,65.13079911,82344500
1.43,0,0.648360257,0.648360257,0.648360257,0.648360257,0.648360257,0,0,0,0,30.10950237,66.00124914,65.15130597,82924380
1.44,0,0.646624242,0.646624242,0.646624242,0.646624242,0.646624242,0,0,0,0,30.01644218,66.02805439,65.1758442,83504280
1.45,0,0.644922872,0.644922872,0.644922872,0.644922872,0.644922872,0,0,0,0,29.91903285,66.05686665,65.20326069,84084170
1.46,0,0.64325507,0.64325507,0.64325507,0.64325507,0.64325507,0,0,0,0,29.82008882,66.08740697,65.23225881,84664060
1.47,0,0.641619773,0.641619773,0.641619773,0.641619773,0.641619773,0,0,0,0,29.71992718,66.11940679,65.26259519,85243950
1.48,0,0.64001628,0.64001628,0.64001628,0.64001628,0.64001628,0,0,0,0,29.61881888,66.15262676,65.29405266,85823840
1.49,0,0.638443542,0.638443542,0.638443542,0.638443542,0.638443542,0,0,0,0,29.51700692,66.18688958,65.32647157,86403730
1.5,0,0.636900746,0.636900746,0.636900746,0.636900746,0.636900746,0,0,0,0,29.41469617,66.22200141,65.35967575,86983620
1.51,0,0.635387267,0.635387267,0.635387267,0.635387267,0.635387267,0,0,0,0,29.3120815,66.25782819,65.39354499,87563510
1.52,0,0.633902311,0.633902311,0.633902311,0.633902311,0.633902311,0,0,0,0,29.20930473,66.29422058,65.42794325,88143400
1.53,0,0.632445302,0.632445302,0.632445302,0.632445302,0.632445302,0,0,0,0,29.1065056,66.33105434,65.46275806,88723290
1.54,0,0.631015373,0.631015373,0.631015373,0.631015373,0.631015373,0,0,0,0,29.00381487,66.36824357,65.4979128,89303180
1.55,0,0.629611886,0.629611886,0.629611886,0.629611886,0.629611886,0,0,0,0,28.90131418,66.40567889,65.53330735,89883070
1.56,0,0.628234036,0.628234036,0.628234036,0.628234036,0.628234036,0,0,0,0,28.79910222,66.44328588,65.56887504,90462960
1.57,0,0.626881532,0.626881532,0.626881532,0.626881532,0.626881532,0,0,0,0,28.69725563,66.48098052,65.60453952,91042860
1.58,0,0.625553678,0.625553678,0.625553678,0.625553678,0.625553678,0,0,0,0,28.59585301,66.51872103,65.64026426,91622750
1.59,0,0.62425013,0.62425013,0.62425013,0.62425013,0.62425013,0,0,0,0,28.49492389,66.55642733,65.67597525,92202640
1.6,0,0.622970366,0.622970366,0.622970366,0.622970366,0.622970366,0,0,0,0,28.39453886,66.59405853,65.71163664,92782530
1.61,0,0.621714073,0.621714073,0.621714073,0.621714073,0.621714073,0,0,0,0,28.29472042,66.63156854,65.74720616,93362420
1.62,0,0.620480763,0.620480763,0.620480763,0.620480763,0.620480763,0,0,0,0,28.19552008,66.66890782,65.78263931,93942310
1.63,0,0.619270174,0.619270174,0.619270174,0.619270174,0.619270174,0,0,0,0,28.09696628,66.70606729,65.81792879,94522200
1.64,0,0.618081764,0.618081764,0.618081764,0.618081764,0.618081764,0,0,0,0,27.99907452,66.74299433,65.85302609,95102090
1.65,0,0.61691541,0.61691541,0.61691541,0.61691541,0.61691541,0,0,0,0,27.9018692,66.77966316,65.88790817,95681980
1.66,0,0.615770679,0.615770679,0.615770679,0.615770679,0.615770679,0,0,0,0,27.80536676,66.81605881,65.9225619,96261870
1.67,0,0.614647201,0.614647201,0.614647201,0.614647201,0.614647201,0,0,0,0,27.70957861,66.85214277,65.9569519,96841760
1.68,0,0.613544894,0.613544894,0.613544894,0.613544894,0.613544894,0,0,0,0,27.61451711,66.88791242,65.99107649,97421660
1.69,0,0.612463279,0.612463279,0.612463279,0.612463279,0.612463279,0,0,0,0,27.52019166,66.92334896,66.02491875,98001550
1.7,0,0.611402217,0.611402217,0.611402217,0.611402217,0.611402217,0,0,0,0,27.42660954,66.95844101,66.05846862,98581440
1.71,0,0.610361361,0.610361361,0.610361361,0.610361361,0.610361361,0,0,0,0,27.3337632,66.9931556,66.0916953,99161330
1.72,0,0.609340482,0.609340482,0.609340482,0.609340482,0.609340482,0,0,0,0,27.24166592,67.02749711,66.12460373,99741220
1.73,0,0.608339472,0.608339472,0.608339472,0.608339472,0.608339472,0,0,0,0,27.15031198,67.06146936,66.15719772,100321100
1.74,0,0.607358029,0.607358029,0.607358029,0.607358029,0.607358029,0,0,0,0,27.0596977,67.09503051,66.18943822,100901000
1.75,0,0.606396042,0.606396042,0.606396042,0.606396042,0.606396042,0,0,0,0,26.96981942,67.12819839,66.22134224,101480900
1.76,0,0.605453152,0.605453152,0.605453152,0.605453152,0.605453152,0,0,0,0,26.88068936,67.16096147,66.25289973,102060800
1.77,0,0.604529262,0.604529262,0.604529262,0.604529262,0.604529262,0,0,0,0,26.79228887,67.19331894,66.28410968,102640700
1.78,0,0.60362422,0.60362422,0.60362422,0.60362422,0.60362422,0,0,0,0,26.70461512,67.22526493,66.31496684,103220600
1.79,0,0.602737859,0.602737859,0.602737859,0.602737859,0.602737859,0,0,0,0,26.6176574,67.25678286,66.3454556,103800500
1.8,0,0.601869937,0.601869937,0.601869937,0.601869937,0.601869937,0,0,0,0,26.53141797,67.28788356,66.37558657,104380300
1.81,0,0.601020406,0.601020406,0.601020406,0.601020406,0.601020406,0,0,0,0,26.44589006,67.31856235,66.40535545,104960200
1.82,0,0.600189144,0.600189144,0.600189144,0.600189144,0.600189144,0,0,0,0,26.36106591,67.34883154,66.43477387,105540100
1.83,0,0.599375926,0.599375926,0.599375926,0.599375926,0.599375926,0,0,0,0,26.27692968,67.37867385,66.46382535,106120000
1.84,0,0.59858061,0.59858061,0.59858061,0.59858061,0.59858061,0,0,0,0,26.19347864,67.40807847,66.49249996,106699900
1.85,0,0.597728777,0.597728777,0.597728777,0.597728777,0.597728777,0,0,0,0,26.11093399,67.43730654,66.52105117,107279800
1.86,0,0.595963811,0.595963811,0.595963811,0.595963811,0.595963811,0,0,0,0,26.03147492,67.46852196,66.55159003,107859700
1.87,0,0.594208838,0.594208838,0.594208838,0.594208838,0.594208838,0,0,0,0,25.95187761,67.49842998,66.58090736,108439600
1.88,0,0.592463611,0.592463611,0.592463611,0.592463611,0.592463611,0,0,0,0,25.87215927,67.52705983,66.609031,109019500
1.89,0,0.59072789,0.59072789,0.59072789,0.59072789,0.59072789,0,0,0,0,25.79235808,67.55444717,66.63599561,109599400
1.9,0,0.589001442,0.589001442,0.589001442,0.589001442,0.589001442,0,0,0,0,25.71250419,67.58063827,66.66184554,110179300
1.91,0,0.587283964,0.587283964,0.587283964,0.587283964,0.587283964,0,0,0,0,25.63261276,67.60564912,66.68659617,110759100
1.92,0,0.585575301,0.585575301,0.585575301,0.585575301,0.585575301,0,0,0,0,25.55272503,67.62953105,66.71029707,111339000
1.93,0,0.583875193,0.583875193,0.583875193,0.583875193,0.583875193,0,0,0,0,25.47284306,67.65230122,66.73296428,111918900
1.94,0,0.582183412,0.582183412,0.582183412,0.582183412,0.582183412,0,0,0,0,25.39300405,67.6740106,66.75464694,112498800
1.95,0,0.580499874,0.580499874,0.580499874,0.580499874,0.580499874,0,0,0,0,25.31322219,67.69468314,66.77536795,113078700
1.96,0,0.578824206,0.578824206,0.578824206,0.578824206,0.578824206,0,0,0,0,25.23351355,67.7143245,66.79513309,113658600
1.97,0,0.577156419,0.577156419,0.577156419,0.577156419,0.577156419,0,0,0,0,25.15390432,67.73298632,66.81399177,114238500
1.98,0,0.575496253,0.575496253,0.575496253,0.575496253,0.575496253,0,0,0,0,25.07440163,67.75068943,66.83196375,114818400
1.99,0,0.573843427,0.573843427,0.573843427,0.573843427,0.573843427,0,0,0,0,24.99503462,67.76747427,66.84908804,115398300
2,0,0.572197908,0.572197908,0.572197908,0.572197908,0.572197908,0,0,0,0,24.91579937,67.78332812,66.86535245,115978200
2.01,0,0.570772453,0.570772453,0.570772453,0.570772453,0.570772453,0,0,0,0,24.83673505,67.79832711,66.88082998,116558000
2.02,0,0.569383163,0.569383163,0.569383163,0.569383163,0.569383163,0,0,0,0,24.75782679,67.81245443,66.8955042,117137900
2.03,0,0.568001524,0.568001524,0.568001524,0.568001524,0.568001524,0,0,0,0,24.6791027,67.82574003,66.90940424,117717800
2.04,0,0.566627357,0.566627357,0.566627357,0.566627357,0.566627357,0,0,0,0,24.60058288,67.83823505,66.92257894,118297700
2.05,0,0.565260523,0.565260523,0.565260523,0.565260523,0.565260523,0,0,0,0,24.52225447,67.84992442,66.93501359,118877600
2.06,0,0.563900942,0.563900942,0.563900942,0.563900942,0.563900942,0,0,0,0,24.44415056,67.86085343,66.94675199,119457500
2.07,0,0.562548609,0.562548609,0.562548609,0.562548609,0.562548609,0,0,0,0,24.36626322,67.87101976,66.95779163,120037400
2.08,0,0.561203232,0.561203232,0.561203232,0.561203232,0.561203232,0,0,0,0,24.28861762,67.8804765,66.96818339,120617300
2.09,0,0.559864899,0.559864899,0.559864899,0.559864899,0.559864899,0,0,0,0,24.21120784,67.88921028,66.97791443,121197200
2.1,0,0.558533353,0.558533353,0.558533353,0.558533353,0.558533353,0,0,0,0,24.13405694,67.89725474,66.98701726,121777100
