Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
6.41,2,0.291316337,0.304938659,0.304938659,0.291671586,0.291671586,0.374828116,0.385241987,0.37398527,0.011256717,11.90753852,61.13931919,60.48615591,371710000
6.42,2,0.29102223,0.304627934,0.304627934,0.29137712,0.29137712,0.374367661,0.384770968,0.373573985,0.011196983,11.90769841,61.12943268,60.46677609,372289900
6.43,2,0.290728639,0.304317762,0.304317762,0.291083171,0.291083171,0.373908208,0.38430097,0.37316372,0.01113725,11.90788754,61.11955111,60.44742541,372869800
6.44,2,0.290435557,0.304008133,0.304008133,0.290789731,0.290789731,0.373449763,0.383831998,0.372754481,0.011077517,11.90810609,61.10968446,60.42811317,373449700
6.45,2,0.290142988,0.303699055,0.303699055,0.290496806,0.290496806,0.372992291,0.383364018,0.372346235,0.011017783,11.90835305,61.09982465,60.40883184,374029600
6.46,2,0.289850935,0.303390529,0.303390529,0.290204397,0.290204397,0.372535869,0.382897107,0.371939057,0.01095805,11.90863061,61.08997858,60.38958797,374609500
6.47,2,0.289559393,0.30308255,0.30308255,0.2899125,0.2899125,0.372080458,0.382431225,0.371532908,0.010898317,11.90893767,61.08014128,60.37037693,375189300
6.48,2,0.289268352,0.302775105,0.302775105,0.289621103,0.289621103,0.37162599,0.381966305,0.371127721,0.010838583,11.90927228,61.07031214,60.35119811,375769200
6.49,2,0.288977831,0.302468219,0.302468219,0.289330227,0.289330227,0.371172567,0.381502448,0.370723598,0.01077885,11.90963735,61.06049936,60.33205922,376349100
6.5,2,0.288687806,0.302161862,0.302161862,0.28903985,0.28903985,0.37072006,0.381039524,0.370320407,0.010719117,11.91002915,61.05068691,60.31294536,376929000
6.51,2,0.28839829,0.301856049,0.301856049,0.28874998,0.28874998,0.37026857,0.380577637,0.369918254,0.010659383,11.91045066,61.04089233,60.29387282,377508900
6.52,2,0.288109267,0.301550764,0.301550764,0.288460605,0.288460605,0.369818021,0.380116708,0.369517058,0.01059965,11.9108996,61.03110159,60.27482865,378088800
6.53,2,0.287820737,0.301246007,0.301246007,0.288171723,0.288171723,0.369368457,0.379656782,0.369116865,0.010539917,11.91137729,61.02131918,60.25581709,378668700
6.54,2,0.287532721,0.300941799,0.300941799,0.287883355,0.287883355,0.368919877,0.379197858,0.368717675,0.010480183,11.91188369,61.01155174,60.23684421,379248600
6.55,2,0.287245184,0.300638104,0.300638104,0.287595468,0.287595468,0.368472249,0.378739904,0.368319454,0.01042045,11.91241787,61.00178311,60.21789523,379828500
6.56,2,0.286958156,0.300334954,0.300334954,0.28730809,0.28730809,0.368025578,0.378282926,0.367922209,0.010360716,11.91297999,60.99202422,60.19898021,380408400
6.57,2,0.286671616,0.300032327,0.300032327,0.287021201,0.287021201,0.367579918,0.377826975,0.367525992,0.010300983,11.91357157,60.98228505,60.1801083,380988300
6.58,2,0.286385563,0.299730221,0.299730221,0.286734799,0.286734799,0.367135225,0.37737201,0.36713076,0.01024125,11.91419135,60.97254488,60.16126065,381568200
6.59,2,0.286100004,0.299428641,0.299428641,0.286448892,0.286448892,0.36669141,0.376917941,0.366736424,0.010181516,11.91483682,60.9628196,60.14245152,382148100
6.6,2,0.285814928,0.29912758,0.29912758,0.286163468,0.286163468,0.366248584,0.376464877,0.366343094,0.010121783,11.91551111,60.95309813,60.12367112,382727900
6.61,2,0.285530335,0.298827037,0.298827037,0.285878528,0.285878528,0.365806748,0.376012822,0.365950772,0.01006205,11.91621427,60.94338821,60.10492651,383307800
6.62,2,0.285246222,0.298527006,0.298527006,0.285594069,0.285594069,0.365365804,0.375561676,0.365559359,0.010002316,11.91694348,60.93368226,60.08621063,383887700
6.63,2,0.284962598,0.298227496,0.298227496,0.285310099,0.285310099,0.364925746,0.375111433,0.36516885,0.009942583,11.91769857,60.92398993,60.06753225,384467600
6.64,2,0.284679453,0.297928502,0.297928502,0.285026608,0.285026608,0.364486754,0.374662274,0.364779424,0.00988285,11.91848469,60.91429791,60.04887974,385047500
6.65,2,0.284396792,0.297630023,0.297630023,0.284743602,0.284743602,0.36404858,0.37421395,0.364390834,0.009823116,11.91929475,60.90461656,60.03026197,385627400
6.66,2,0.284114607,0.297332055,0.297332055,0.284461074,0.284461074,0.363611406,0.373766643,0.36400326,0.009763383,11.92013395,60.89494353,60.01167722,386207300
6.67,2,0.283832885,0.297034585,0.297034585,0.284179008,0.284179008,0.363175188,0.373320309,0.363616659,0.00970365,11.92100101,60.88528415,59.99313022,386787200
6.68,2,0.283551647,0.296737629,0.296737629,0.283897427,0.283897427,0.362739834,0.372874856,0.36323094,0.009643916,11.92189333,60.87562545,59.97460917,387367000
6.69,2,0.283270877,0.296441175,0.296441175,0.283616315,0.283616315,0.362305403,0.372430344,0.362846161,0.009584183,11.92281257,60.86597431,59.95612037,387946900
6.7,2,0.282990578,0.296145225,0.296145225,0.283335674,0.283335674,0.3618719,0.371986776,0.362462327,0.00952445,11.9237589,60.85633663,59.93766915,388526800
6.71,2,0.282710737,0.295849766,0.295849766,0.283055491,0.283055491,0.361439335,0.371544163,0.362079447,0.009464716,11.92473257,60.84670079,59.91924517,389106700
6.72,2,0.282431372,0.295554817,0.295554817,0.282775786,0.282775786,0.361007696,0.371102494,0.361697511,0.009404983,11.92573327,60.83707108,59.90085228,389686600
6.73,2,0.282152473,0.295260365,0.295260365,0.282496546,0.282496546,0.360576957,0.370661741,0.361316492,0.00934525,11.92676021,60.82745492,59.88249706,390266500
6.74,2,0.281874037,0.294966407,0.294966407,0.282217771,0.282217771,0.360147041,0.370221829,0.360936312,0.009285516,11.92781124,60.81783714,59.86416583,390846400
6.75,2,0.281596063,0.294672947,0.294672947,0.281939458,0.281939458,0.359718135,0.369782942,0.360557159,0.009225783,11.92889165,60.80823353,59.84587311,391426300
6.76,2,0.281318541,0.29437997,0.29437997,0.281661598,0.281661598,0.359290091,0.369344934,0.360178884,0.00916605,11.92999724,60.79863155,59.82760745,392006200
6.77,2,0.281041489,0.294087495,0.294087495,0.281384208,0.281384208,0.358862947,0.368907843,0.359801527,0.009106316,11.93112911,60.78904171,59.80937828,392586100
6.78,2,0.280764885,0.2937955,0.2937955,0.281107267,0.281107267,0.358436705,0.36847167,0.359425087,0.009046583,11.93228726,60.7794542,59.79117693,393166000
6.79,2,0.280488749,0.293504005,0.293504005,0.280830794,0.280830794,0.358011362,0.368036413,0.359049564,0.008986849,11.93347167,60.76987609,59.77300968,393745900
6.8,2,0.280213048,0.293212977,0.293212977,0.280554757,0.280554757,0.35758689,0.367602044,0.358674927,0.008927116,11.93468148,60.76030224,59.75487197,394325800
6.81,2,0.279937811,0.292922444,0.292922444,0.280279184,0.280279184,0.357163284,0.367168556,0.358301173,0.008867383,11.93591657,60.75073558,59.73676637,394905600
6.82,2,0.279663018,0.292632387,0.292632387,0.280004056,0.280004056,0.356740585,0.366735991,0.357928342,0.008807649,11.9371781,60.74117523,59.71869224,395485500
6.83,2,0.279388687,0.292342821,0.292342821,0.27972939,0.27972939,0.356318716,0.366304273,0.357556357,0.008747916,11.93846389,60.73162217,59.70065028,396065400
6.84,2,0.279114785,0.292053721,0.292053721,0.279455155,0.279455155,0.355897827,0.365873552,0.357185369,0.008688183,11.93977821,60.72207207,59.68263708,396645300
6.85,2,0.278841343,0.29176511,0.29176511,0.279181379,0.279181379,0.355477777,0.365443685,0.356815235,0.008628449,11.94111702,60.71253384,59.66466014,397225200
6.86,2,0.27856834,0.291476968,0.291476968,0.278908043,0.278908043,0.355058561,0.365014669,0.356445953,0.008568716,11.94248021,60.70300047,59.64671331,397805100
6.87,2,0.278295772,0.291189292,0.291189292,0.278635142,0.278635142,0.354640216,0.364586538,0.356077555,0.008508983,11.94386877,60.69346527,59.62879086,398385000
6.88,2,0.278023659,0.290902104,0.290902104,0.278362698,0.278362698,0.354222777,0.364159331,0.355710082,0.008449249,11.94528378,60.68394713,59.61090944,398964900
6.89,2,0.277751971,0.29061537,0.29061537,0.278090679,0.278090679,0.353806149,0.36373295,0.355343434,0.008389516,11.94672245,60.67442736,59.59305247,399544800
6.9,2,0.277480725,0.290329109,0.290329109,0.277819102,0.277819102,0.353390389,0.363307453,0.354977671,0.008329783,11.94818646,60.6649168,59.5752296,400124700
6.91,2,0.277209921,0.290043322,0.290043322,0.277547967,0.277547967,0.352975509,0.362882852,0.354612802,0.008270049,11.94967611,60.65540925,59.55743548,400704500
6.92,2,0.276939547,0.289757994,0.289757994,0.277277264,0.277277264,0.352561469,0.362459106,0.35424879,0.008210316,11.95119029,60.64591124,59.5396757,401284400
6.93,2,0.276669611,0.289473137,0.289473137,0.277006999,0.277006999,0.352148304,0.362036251,0.353885669,0.008150583,11.95272999,60.63641934,59.5219474,401864300
6.94,2,0.276400103,0.289188737,0.289188737,0.276737162,0.276737162,0.351735984,0.361614257,0.353523408,0.008090849,11.95429434,60.62692889,59.50424646,402444200
6.95,2,0.276131022,0.288904792,0.288904792,0.276467753,0.276467753,0.351324437,0.361193052,0.353161936,0.008031116,11.95588128,60.61743819,59.48657128,403024100
6.96,2,0.275862375,0.288621314,0.288621314,0.276198778,0.276198778,0.350913801,0.360772773,0.35280139,0.007971383,11.95749477,60.60796033,59.46893357,403604000
6.97,2,0.275594162,0.2883383,0.2883383,0.275930238,0.275930238,0.350504014,0.360353358,0.352441709,0.007911649,11.95913302,60.59848712,59.4513261,404183900
6.98,2,0.275326362,0.288055728,0.288055728,0.275662112,0.275662112,0.350095033,0.359934765,0.352082849,0.007851916,11.96079479,60.58901932,59.43374941,404763800
6.99,2,0.275058993,0.287773617,0.287773617,0.275394416,0.275394416,0.349686895,0.35951703,0.351724847,0.007792183,11.96248116,60.57955613,59.41620295,405343600
7,2,0.274807294,0.287507215,0.287507215,0.27514241,0.27514241,0.34927904,0.359100125,0.351367676,0.007732449,11.96419132,60.57009913,59.39868803,405923600
7.01,2,0.274587693,0.28727296,0.28727296,0.274922542,0.274922542,0.348870925,0.358684084,0.351011368,0.007672716,11.96592621,60.56064547,59.38120229,406503500
7.02,2,0.27436876,0.287039403,0.287039403,0.274703342,0.274703342,0.348463607,0.358268863,0.350655881,0.007612982,11.96768461,60.55120182,59.36375136,407083400
7.03,2,0.274150473,0.286806523,0.286806523,0.274484789,0.274484789,0.348057139,0.357854515,0.350301266,0.007553249,11.96946801,60.54175915,59.34632768,407663300
7.04,2,0.273932831,0.286574316,0.286574316,0.274266882,0.274266882,0.347651475,0.357440994,0.349947479,0.007493516,11.9712751,60.53232038,59.32893363,408243100
7.05,2,0.273715844,0.286342791,0.286342791,0.274049629,0.274049629,0.34724654,0.357028227,0.349594444,0.007433782,11.97310376,60.52288353,59.31156733,408823000
7.06,2,0.273499499,0.286111941,0.286111941,0.27383302,0.27383302,0.34684252,0.356616396,0.349242347,0.007374049,11.97495928,60.51346269,59.29424136,409402900
7.07,2,0.273283794,0.285881761,0.285881761,0.273617053,0.273617053,0.346439273,0.356205361,0.348891046,0.007314316,11.97683759,60.50404068,59.27694066,409982800
7.08,2,0.273068741,0.285652259,0.285652259,0.273401737,0.273401737,0.3460368,0.355795124,0.348540541,0.007254582,11.97873874,60.49461425,59.2596625,410562700
7.09,2,0.272854306,0.285423405,0.285423405,0.273187041,0.273187041,0.34563513,0.355385712,0.348190863,0.007194849,11.98066355,60.48519942,59.24242064,411142600
7.1,2,0.272640528,0.28519524,0.28519524,0.272973003,0.272973003,0.345234308,0.354977171,0.347842055,0.007135116,11.98261331,60.4758007,59.22521902,411722500
7.11,2,0.272427368,0.284967718,0.284967718,0.272759582,0.272759582,0.344834226,0.354569392,0.34749401,0.007075382,11.9845849,60.46638602,59.20803011,412302400
7.12,2,0.272214843,0.284740861,0.284740861,0.272546798,0.272546798,0.344434951,0.354162443,0.347146794,0.007015649,11.98658027,60.45698538,59.19087961,412882200
7.13,2,0.272002932,0.284514647,0.284514647,0.272334628,0.272334628,0.344036494,0.353756334,0.346800418,0.006955916,11.98859968,60.44759253,59.17376224,413462100
7.14,2,0.271791663,0.284289102,0.284289102,0.272123102,0.272123102,0.343638734,0.353350945,0.346454762,0.006896182,11.99063973,60.43819768,59.15666939,414042000
7.15,2,0.271580997,0.28406419,0.28406419,0.271912179,0.271912179,0.343241825,0.352946429,0.34610998,0.006836449,11.9927048,60.42881236,59.13961126,414621900
7.16,2,0.271370971,0.283839948,0.283839948,0.271701897,0.271701897,0.342845727,0.352542746,0.34576603,0.006776716,11.99479372,60.41942464,59.12257771,415201800
7.17,2,0.271161554,0.283617711,0.283617711,0.271492225,0.271492225,0.342489577,0.352179057,0.345422813,0.006756244,11.99494973,60.40913617,59.10670458,415781700
7.18,2,0.270952746,0.283396824,0.283396824,0.271283162,0.271283162,0.342154626,0.351836601,0.345080357,0.006756244,11.98644694,60.39836571,59.09582939,416361600
7.19,2,0.270744555,0.283176586,0.283176586,0.271074717,0.271074717,0.341820559,0.351495051,0.344738807,0.006756244,11.97797358,60.38760657,59.08496674,416941500
7.2,2,0.27053699,0.282957001,0.282957001,0.270866899,0.270866899,0.341487238,0.35115427,0.344398026,0.006756244,11.96952572,60.37685292,59.07411131,417521400
7.21,2,0.270330009,0.282738027,0.282738027,0.270659666,0.270659666,0.341154626,0.350814219,0.344057974,0.006756244,11.96110224,60.36609703,59.06325652,418101300
7.22,2,0.270123632,0.282519685,0.282519685,0.270453037,0.270453037,0.340822796,0.35047497,0.343718726,0.006756244,11.95270523,60.35535106,59.05241281,418681200
7.23,2,0.269917878,0.282301994,0.282301994,0.270247032,0.270247032,0.340491745,0.350136524,0.343380279,0.006756244,11.94433466,60.34460631,59.0415729,419261100
7.24,2,0.269712715,0.282084921,0.282084921,0.270041619,0.270041619,0.340161469,0.349798873,0.343042629,0.006756244,11.93599037,60.33386902,59.030742,419840900
7.25,2,0.269508142,0.281868468,0.281868468,0.269836796,0.269836796,0.339831986,0.349462037,0.342705793,0.006756244,11.92767289,60.32313611,59.0199176,420420800
7.26,2,0.269304167,0.281652637,0.281652637,0.269632573,0.269632573,0.339503139,0.349125858,0.342369614,0.006756244,11.91937769,60.3124052,59.00909724,421000700
7.27,2,0.269100791,0.281437434,0.281437434,0.269428949,0.269428949,0.339175111,0.34879052,0.342034275,0.006756244,11.91111007,60.30167682,58.99828193,421580600
7.28,2,0.268898002,0.281222846,0.281222846,0.269225912,0.269225912,0.338847867,0.348455986,0.341699741,0.006756244,11.90286894,60.29095547,58.98747536,422160500
7.29,2,0.268695788,0.281008859,0.281008859,0.269023452,0.269023452,0.338521336,0.348122186,0.341365942,0.006756244,11.89465234,60.2802401,58.97667644,422740400
7.3,2,0.268494188,0.280795514,0.280795514,0.268821606,0.268821606,0.338195551,0.347789154,0.341032909,0.006756244,11.88646118,60.26952626,58.96588155,423320300
7.31,2,0.268293142,0.280582749,0.280582749,0.268620315,0.268620315,0.337870519,0.347456894,0.340700649,0.006756244,11.87829562,60.2588174,58.95509361,423900200
7.32,2,0.268092698,0.280370613,0.280370613,0.268419627,0.268419627,0.337546199,0.347125368,0.340369124,0.006756244,11.87015457,60.24811521,58.94431394,424480100
7.33,2,0.267892816,0.280159066,0.280159066,0.2682195,0.2682195,0.337222629,0.346794613,0.340038368,0.006756244,11.86203906,60.23741133,58.93353564,425060000
7.34,2,0.267693533,0.279948145,0.279948145,0.268019975,0.268019975,0.336899811,0.34646463,0.339708386,0.006756244,11.85394918,60.22671395,58.92276562,425639900
7.35,2,0.2674948,0.279737803,0.279737803,0.267820999,0.267820999,0.336577784,0.346135459,0.339379214,0.006756244,11.84588599,60.21602458,58.91200526,426219700
7.36,2,0.267296654,0.279528072,0.279528072,0.267622612,0.267622612,0.3362564,0.345806951,0.339050706,0.006756244,11.83784527,60.20533604,58.90124809,426799600
7.37,2,0.267099074,0.279318934,0.279318934,0.267424791,0.267424791,0.335935768,0.345479215,0.33872297,0.006756244,11.82983016,60.19465057,58.89049636,427379500
7.38,2,0.266902071,0.279110398,0.279110398,0.267227547,0.267227547,0.33561585,0.345152214,0.33839597,0.006756244,11.82183957,60.18396881,58.87975048,427959400
7.39,2,0.266705622,0.278902442,0.278902442,0.267030858,0.267030858,0.335296619,0.34482592,0.338069675,0.006756244,11.8138727,60.1732824,58.86900339,428539300
7.4,2,0.266509737,0.278695079,0.278695079,0.266834735,0.266834735,0.334978212,0.344500471,0.337744226,0.006756244,11.80593351,60.16261483,58.8582752,429119200
7.41,2,0.266314413,0.278488302,0.278488302,0.266639173,0.266639173,0.334660451,0.344175686,0.337419442,0.006756244,11.79801683,60.15194703,58.84754939,429699100
7.42,2,0.266119651,0.278282112,0.278282112,0.266444174,0.266444174,0.334343409,0.343851642,0.337095398,0.006756244,11.79012484,60.14127834,58.83682566,430279000
7.43,2,0.26592544,0.278076499,0.278076499,0.266249725,0.266249725,0.334027086,0.343528336,0.336772091,0.006756244,11.78225745,60.13061622,58.82611026,430858800
7.44,2,0.265731787,0.277871473,0.277871473,0.266055837,0.266055837,0.333711519,0.343205805,0.336449561,0.006756244,11.77441576,60.11995717,58.81540039,431438800
7.45,2,0.265538683,0.277667019,0.277667019,0.265862497,0.265862497,0.333396636,0.342883979,0.336127735,0.006756244,11.76659774,60.10931299,58.8047057,432018700
7.46,2,0.265346136,0.277463149,0.277463149,0.265669715,0.265669715,0.333082476,0.342562896,0.335806651,0.006756244,11.75880444,60.09865643,58.79400355,432598600
7.47,2,0.265154125,0.27725984,0.27725984,0.26547747,0.26547747,0.332769003,0.342242517,0.335486273,0.006756244,11.75103483,60.08800489,58.78330838,433178400
7.48,2,0.264962668,0.277057111,0.277057111,0.26528578,0.26528578,0.332456247,0.341922878,0.335166633,0.006756244,11.74328984,60.07736153,58.77262295,433758300
7.49,2,0.264771756,0.276854952,0.276854952,0.265094634,0.265094634,0.33214418,0.341603945,0.3348477,0.006756244,11.73556858,60.06672646,58.76194725,434338200
7.5,2,0.264581386,0.27665336,0.27665336,0.264904032,0.264904032,0.331832798,0.341285718,0.334529473,0.006756244,11.727871,60.05609226,58.7512751,434918100
7.51,2,0.264391548,0.276452326,0.276452326,0.264713963,0.264713963,0.331522141,0.340968233,0.334211989,0.006756244,11.72019818,60.04545565,58.7406039,435498000
7.52,2,0.264202241,0.276251847,0.276251847,0.264524425,0.264524425,0.331212135,0.34065142,0.333895176,0.006756244,11.71254806,60.03482164,58.72993762,436077900
7.53,2,0.264013494,0.276051953,0.276051953,0.264335448,0.264335448,0.330902814,0.340335311,0.333579067,0.006756244,11.70492159,60.02420175,58.71928596,436657800
7.54,2,0.263825265,0.275852604,0.275852604,0.264146989,0.264146989,0.330594255,0.340019983,0.333263739,0.006756244,11.69732096,60.01358095,58.70863667,437237700
7.55,2,0.263637564,0.275653809,0.275653809,0.263959059,0.263959059,0.330286386,0.339705364,0.332949119,0.006756244,11.6897441,60.00296483,58.69799418,437817600
7.56,2,0.263450389,0.275455563,0.275455563,0.263771657,0.263771657,0.329979137,0.339391383,0.332635139,0.006756244,11.68218901,59.99234494,58.68735125,438397400
7.57,2,0.263263751,0.275257877,0.275257877,0.26358479,0.26358479,0.32967257,0.339078103,0.332321859,0.006756244,11.67465748,59.98172906,58.67671456,438977300
7.58,2,0.263077637,0.275060743,0.275060743,0.26339845,0.26339845,0.329366737,0.338765577,0.332009332,0.006756244,11.66715099,59.97112563,58.66609132,439557200
7.59,2,0.262892046,0.274864155,0.274864155,0.263212632,0.263212632,0.329061555,0.338453721,0.331697476,0.006756244,11.65966718,59.96052019,58.65546926,440137100
7.6,2,0.262706968,0.274668106,0.274668106,0.263027329,0.263027329,0.328757065,0.338142574,0.331386329,0.006756244,11.65220717,59.94991975,58.64485432,440717000
7.61,2,0.262522412,0.274472603,0.274472603,0.262842548,0.262842548,0.328453263,0.337832134,0.33107589,0.006756244,11.64477088,59.93932532,58.63424736,441296900
7.62,2,0.262338376,0.274277643,0.274277643,0.262658287,0.262658287,0.32815008,0.337522332,0.330766087,0.006756244,11.63735632,59.92872554,58.62363873,441876800
7.63,2,0.26215485,0.274083219,0.274083219,0.262474538,0.262474538,0.327847627,0.337213277,0.330457033,0.006756244,11.62996666,59.91813744,58.61304294,442456700
7.64,2,0.261971842,0.273889335,0.273889335,0.262291307,0.262291307,0.32754576,0.336904827,0.330148583,0.006756244,11.62259781,59.90754702,58.60244793,443036600
7.65,2,0.261789342,0.273695985,0.273695985,0.262108584,0.262108584,0.327244618,0.336597122,0.329840878,0.006756244,11.61525374,59.89695817,58.59185737,443616500
7.66,2,0.261607359,0.273503175,0.273503175,0.261926379,0.261926379,0.326944132,0.336290089,0.329533845,0.006756244,11.60793242,59.88638083,58.58127931,444196400
7.67,2,0.261425871,0.273310885,0.273310885,0.261744669,0.261744669,0.326644308,0.335983738,0.329227493,0.006756244,11.60063408,59.87579987,58.57070123,444776300
7.68,2,0.261244898,0.273119135,0.273119135,0.261563476,0.261563476,0.326345173,0.335678093,0.328921848,0.006756244,11.59335946,59.86522715,58.56013306,445356100
7.69,2,0.261064418,0.2729279,0.2729279,0.261382776,0.261382776,0.32604666,0.335373087,0.328616843,0.006756244,11.58610664,59.85465152,58.54956535,445936000
7.7,2,0.260884431,0.272737182,0.272737182,0.261202569,0.261202569,0.325748772,0.335068725,0.328312481,0.006756244,11.57887572,59.84408542,58.53900845,446515900
7.71,2,0.260704966,0.272547012,0.272547012,0.261022886,0.261022886,0.325451614,0.334765112,0.328008867,0.006756244,11.5716697,59.83352453,58.52845911,447095800
7.72,2,0.260525982,0.272357345,0.272357345,0.260843683,0.260843683,0.325155082,0.334462141,0.327705896,0.006756244,11.56448557,59.82295852,58.51790845,447675700
7.73,2,0.260347498,0.272168202,0.272168202,0.260664981,0.260664981,0.324859205,0.334159843,0.327403598,0.006756244,11.55732419,59.81240165,58.50736841,448255600
7.74,2,0.260169512,0.27197958,0.27197958,0.260486779,0.260486779,0.324563952,0.333858187,0.327101942,0.006756244,11.55018468,59.80184752,58.49683359,448835500
7.75,2,0.259992014,0.271791468,0.271791468,0.260309064,0.260309064,0.324269326,0.333557176,0.326800931,0.006756244,11.54306713,59.79128572,58.48629538,449415400
7.76,2,0.259815013,0.271603878,0.271603878,0.260131847,0.260131847,0.32397536,0.333256841,0.326500597,0.006756244,11.53597242,59.78074027,58.4757738,449995300
7.77,2,0.259638488,0.271416789,0.271416789,0.259955107,0.259955107,0.323682083,0.332957214,0.32620097,0.006756244,11.52890145,59.77019332,58.46525418,450575200
7.78,2,0.259462459,0.271230216,0.271230216,0.259778863,0.259778863,0.323389401,0.332658199,0.325901954,0.006756244,11.52185147,59.75965241,58.45474246,451155100
7.79,2,0.259286903,0.271044141,0.271044141,0.259603093,0.259603093,0.323097375,0.332359857,0.325603613,0.006756244,11.51482428,59.74911216,58.44423442,451734900
7.8,2,0.25911184,0.270858583,0.270858583,0.259427817,0.259427817,0.322805982,0.332062166,0.325305922,0.006756244,11.50781917,59.73857675,58.43373342,452314800
7.81,2,0.25893726,0.270673529,0.270673529,0.259253024,0.259253024,0.322515208,0.331765111,0.325008866,0.006756244,11.50083577,59.72804312,58.42323692,452894700
7.82,2,0.258763151,0.270488969,0.270488969,0.259078703,0.259078703,0.322225034,0.331468672,0.324712428,0.006756244,11.4938735,59.71750658,58.412741,453474600
7.83,2,0.258589513,0.270304902,0.270304902,0.258904852,0.258904852,0.321935515,0.331172906,0.324416662,0.006756244,11.48693397,59.70697539,58.40225266,454054500
7.84,2,0.258416354,0.270121339,0.270121339,0.258731482,0.258731482,0.321646658,0.330877819,0.324121574,0.006756244,11.48001736,59.69645322,58.39177498,454634400
7.85,2,0.258243683,0.269938288,0.269938288,0.258558601,0.258558601,0.321358432,0.330583379,0.323827135,0.006756244,11.47312279,59.68593594,58.38130445,455214300
7.86,2,0.25807147,0.269755713,0.269755713,0.258386178,0.258386178,0.321070759,0.33028951,0.323533265,0.006756244,11.46624801,59.67541039,58.37082997,455794200
7.87,2,0.257899733,0.26957364,0.26957364,0.258214232,0.258214232,0.320783751,0.329996323,0.323240078,0.006756244,11.45939625,59.66489952,58.36037087,456374000
7.88,2,0.257728463,0.269392056,0.269392056,0.258042752,0.258042752,0.32049737,0.329703779,0.322947534,0.006756244,11.45256639,59.6543815,58.349909,456954000
7.89,2,0.257557657,0.269210957,0.269210957,0.257871739,0.257871739,0.320211577,0.329411839,0.322655595,0.006756244,11.44575732,59.64387483,58.33945953,457533800
7.9,2,0.257387315,0.269030347,0.269030347,0.257701189,0.257701189,0.319926453,0.329120586,0.322364342,0.006756244,11.43897139,59.63336424,58.32901013,458113700
7.91,2,0.257217427,0.268850211,0.268850211,0.257531093,0.257531093,0.319641885,0.328829904,0.32207366,0.006756244,11.43220529,59.62286258,58.31857105,458693600
7.92,2,0.257048021,0.26867058,0.26867058,0.25736148,0.25736148,0.319357982,0.328539906,0.321783661,0.006756244,11.42546223,59.61236147,58.30813573,459273500
7.93,2,0.256879056,0.268491413,0.268491413,0.25719231,0.25719231,0.319074672,0.328250516,0.321494271,0.006756244,11.41874008,59.60185871,58.29770217,459853400
7.94,2,0.25671056,0.268312734,0.268312734,0.257023609,0.257023609,0.318791885,0.327961665,0.32120542,0.006756244,11.41203685,59.59136124,58.28727583,460433300
7.95,2,0.256542516,0.268134532,0.268134532,0.256855359,0.256855359,0.318509836,0.327673569,0.320917325,0.006756244,11.40535873,59.58087097,58.27685903,461013200
7.96,2,0.256374919,0.267956798,0.267956798,0.256687558,0.256687558,0.318228307,0.327386008,0.320629764,0.006756244,11.3986994,59.57037829,58.26644314,461593100
7.97,2,0.25620779,0.267779554,0.267779554,0.256520225,0.256520225,0.317947406,0.327099093,0.320342849,0.006756244,11.39206205,59.55989837,58.25604102,462173000
7.98,2,0.256041098,0.267602768,0.267602768,0.25635333,0.25635333,0.317667098,0.326812785,0.320056541,0.006756244,11.38544556,59.54940988,58.245635,462752900
7.99,2,0.255874862,0.267426462,0.267426462,0.256186891,0.256186891,0.317387428,0.326527133,0.319770888,0.006756244,11.37885132,59.53892899,58.23523856,463332700
8,2,0.255709071,0.267250622,0.267250622,0.256020898,0.256020898,0.317108346,0.326242084,0.31948584,0.006756244,11.37227785,59.52844998,58.22484685,463912600
8.01,2,0.255543724,0.267075245,0.267075245,0.25585535,0.25585535,0.316829795,0.325957583,0.319201338,0.006756244,11.36572353,59.51797104,58.2144582,464492500
8.02,2,0.255378821,0.266900336,0.266900336,0.255690245,0.255690245,0.316551901,0.325673754,0.318917509,0.006756244,11.35919195,59.5074983,58.20407805,465072400
8.03,2,0.25521437,0.2667259,0.2667259,0.255525594,0.255525594,0.316274578,0.325390512,0.318634267,0.006756244,11.35268065,59.49702965,58.19370444,465652300
8.04,2,0.255050351,0.266551918,0.266551918,0.255361375,0.255361375,0.31599788,0.32510791,0.318351666,0.006756244,11.34619117,59.4865665,58.18333868,466232200
8.05,2,0.254886773,0.266378397,0.266378397,0.255197598,0.255197598,0.315721705,0.324825848,0.318069603,0.006756244,11.33972061,59.47609871,58.17297214,466812100
8.06,2,0.254723635,0.266205338,0.266205338,0.25503426,0.25503426,0.315446163,0.324544434,0.31778819,0.006756244,11.33327212,59.46563858,58.16261528,467392000
8.07,2,0.254560936,0.266032739,0.266032739,0.254871363,0.254871363,0.315171191,0.324263606,0.317507362,0.006756244,11.32684386,59.45517479,58.15225864,467971900
8.08,2,0.254398664,0.265860588,0.265860588,0.254708893,0.254708893,0.314896801,0.323983375,0.317227131,0.006756244,11.32043618,59.44472274,58.14191488,468551800
8.09,2,0.254236832,0.265688896,0.265688896,0.254546863,0.254546863,0.314622948,0.323703697,0.316947453,0.006756244,11.31404783,59.43426869,58.1315726,469131700
