velocity,height,K11,K12,K13,K14,K15,K16,K21,K22,K23,K24,K25,K26,K31,K32,K33,K34,K35,K36,K41,K42,K43,K44,K45,K46
87.6,185.0,-5.000000e-01,5.296335e-15,7.071068e-01,-4.997929e-01,-1.707805e-14,1.040909e-01,-5.000000e-01,7.071068e-01,-5.025594e-16,-4.997929e-01,1.040909e-01,-7.953953e-15,-5.000000e-01,-1.348158e-14,-7.071068e-01,-4.997929e-01,8.833312e-16,-1.040909e-01,-5.000000e-01,-7.071068e-01,1.097714e-14,-4.997929e-01,-1.040909e-01,9.574586e-15
87.6,210.0,-5.000000e-01,1.049576e-14,7.071068e-01,-4.997929e-01,1.797507e-15,1.041186e-01,-5.000000e-01,7.071068e-01,-1.111714e-14,-4.997929e-01,1.041186e-01,1.884916e-15,-5.000000e-01,-8.691797e-15,-7.071068e-01,-4.997929e-01,-1.543120e-15,-1.041186e-01,-5.000000e-01,-7.071068e-01,4.494443e-15,-4.997929e-01,-1.041186e-01,-1.438906e-15
87.6,235.0,-5.000000e-01,-1.193684e-15,7.071068e-01,-4.997930e-01,3.632395e-14,1.041464e-01,-5.000000e-01,7.071068e-01,-2.233570e-14,-4.997930e-01,1.041464e-01,5.661132e-16,-5.000000e-01,1.096019e-14,-7.071068e-01,-4.997930e-01,-2.269058e-14,-1.041464e-01,-5.000000e-01,-7.071068e-01,5.362427e-15,-4.997930e-01,-1.041464e-01,-5.659524e-15
87.6,260.0,-5.000000e-01,-7.924964e-15,7.071068e-01,-4.997930e-01,-3.404156e-14,1.041743e-01,-5.000000e-01,7.071068e-01,1.191928e-14,-4.997930e-01,1.041743e-01,1.878800e-15,-5.000000e-01,-6.619851e-16,-7.071068e-01,-4.997930e-01,1.685922e-14,-1.041743e-01,-5.000000e-01,-7.071068e-01,-1.372220e-14,-4.997930e-01,-1.041743e-01,-1.096301e-15
87.6,285.0,-5.000000e-01,-2.025545e-14,7.071068e-01,-4.997931e-01,-1.040294e-14,1.042022e-01,-5.000000e-01,7.071068e-01,1.338568e-14,-4.997931e-01,1.042022e-01,-2.078270e-15,-5.000000e-01,2.134469e-14,-7.071068e-01,-4.997931e-01,3.881913e-15,-1.042022e-01,-5.000000e-01,-7.071068e-01,-4.587874e-15,-4.997931e-01,-1.042022e-01,9.155694e-15
87.6,310.0,-5.000000e-01,-8.231572e-15,7.071068e-01,-4.997931e-01,-1.448389e-14,1.042302e-01,-5.000000e-01,7.071068e-01,8.960789e-15,-4.997931e-01,1.042302e-01,9.193818e-15,-5.000000e-01,4.869752e-15,-7.071068e-01,-4.997931e-01,7.816585e-15,-1.042302e-01,-5.000000e-01,-7.071068e-01,-1.077452e-14,-4.997931e-01,-1.042302e-01,-1.026557e-14
87.6,335.0,-5.000000e-01,4.464007e-15,7.071068e-01,-4.997932e-01,5.248015e-15,1.042583e-01,-5.000000e-01,7.071068e-01,-1.848968e-15,-4.997932e-01,1.042583e-01,-9.889782e-16,-5.000000e-01,-8.985987e-16,-7.071068e-01,-4.997932e-01,-3.234155e-15,-1.042583e-01,-5.000000e-01,-7.071068e-01,1.015541e-14,-4.997932e-01,-1.042583e-01,3.536161e-15
87.6,360.0,-5.000000e-01,1.648357e-14,7.071068e-01,-4.997932e-01,1.498103e-14,1.042865e-01,-5.000000e-01,7.071068e-01,-2.237467e-15,-4.997932e-01,1.042865e-01,-2.024134e-15,-5.000000e-01,-1.818877e-14,-7.071068e-01,-4.997932e-01,-8.383752e-15,-1.042865e-01,-5.000000e-01,-7.071068e-01,1.480795e-14,-4.997932e-01,-1.042865e-01,2.473069e-15
87.6,385.0,-5.000000e-01,-4.186764e-15,7.071068e-01,-4.997933e-01,9.263019e-16,1.043148e-01,-5.000000e-01,7.071068e-01,-5.534879e-15,-4.997933e-01,1.043148e-01,-9.133075e-15,-5.000000e-01,-1.804895e-15,-7.071068e-01,-4.997933e-01,1.221002e-15,-1.043148e-01,-5.000000e-01,-7.071068e-01,-6.351805e-15,-4.997933e-01,-1.043148e-01,1.009445e-14
87.6,410.0,-5.000000e-01,-1.758153e-15,7.071068e-01,-4.997934e-01,2.042607e-15,1.043432e-01,-5.000000e-01,7.071068e-01,1.741021e-15,-4.997934e-01,1.043432e-01,-2.919720e-15,-5.000000e-01,3.388577e-15,-7.071068e-01,-4.997934e-01,-1.056919e-15,-1.043432e-01,-5.000000e-01,-7.071068e-01,-1.212049e-14,-4.997934e-01,-1.043432e-01,-5.784290e-15
87.6,435.0,-5.000000e-01,1.722398e-14,7.071068e-01,-4.997934e-01,1.657459e-14,1.043717e-01,-5.000000e-01,7.071068e-01,2.669400e-14,-4.997934e-01,1.043717e-01,-2.213991e-15,-5.000000e-01,-2.837310e-14,-7.071068e-01,-4.997934e-01,-9.906081e-15,-1.043717e-01,-5.000000e-01,-7.071068e-01,-2.034063e-14,-4.997934e-01,-1.043717e-01,2.093049e-15
87.6,460.0,-5.000000e-01,-8.353434e-15,7.071068e-01,-4.997935e-01,1.720742e-14,1.044002e-01,-5.000000e-01,7.071068e-01,2.761267e-15,-4.997935e-01,1.044002e-01,1.715148e-14,-5.000000e-01,1.295252e-14,-7.071068e-01,-4.997935e-01,-9.134073e-15,-1.044002e-01,-5.000000e-01,-7.071068e-01,4.344161e-15,-4.997935e-01,-1.044002e-01,-1.347899e-14
87.6,485.0,-5.000000e-01,6.940246e-15,7.071068e-01,-4.997935e-01,-1.628989e-14,1.044288e-01,-5.000000e-01,7.071068e-01,-1.609042e-14,-4.997935e-01,1.044288e-01,1.188790e-14,-5.000000e-01,2.322150e-15,-7.071068e-01,-4.997935e-01,7.867752e-15,-1.044288e-01,-5.000000e-01,-7.071068e-01,2.319953e-14,-4.997935e-01,-1.044288e-01,5.493108e-15
87.6,510.0,-5.000000e-01,-8.515295e-15,7.071068e-01,-4.997936e-01,-2.106538e-14,1.044575e-01,-5.000000e-01,7.071068e-01,1.557052e-14,-4.997936e-01,1.044575e-01,1.090485e-16,-5.000000e-01,7.786914e-15,-7.071068e-01,-4.997936e-01,1.134398e-14,-1.044575e-01,-5.000000e-01,-7.071068e-01,-1.392814e-14,-4.997936e-01,-1.044575e-01,-1.227131e-15
87.6,535.0,-5.000000e-01,2.297329e-14,7.071068e-01,-4.997936e-01,8.351992e-16,1.044863e-01,-5.000000e-01,7.071068e-01,-1.361450e-14,-4.997936e-01,1.044863e-01,-3.656064e-15,-5.000000e-01,-3.078895e-14,-7.071068e-01,-4.997936e-01,-1.308228e-15,-1.044863e-01,-5.000000e-01,-7.071068e-01,1.640114e-14,-4.997936e-01,-1.044863e-01,7.144855e-16
87.6,560.0,-5.000000e-01,-1.299673e-14,7.071068e-01,-4.997937e-01,1.157217e-14,1.045152e-01,-5.000000e-01,7.071068e-01,5.116161e-15,-4.997937e-01,1.045152e-01,-5.119549e-16,-5.000000e-01,2.936076e-14,-7.071068e-01,-4.997937e-01,-6.983941e-15,-1.045152e-01,-5.000000e-01,-7.071068e-01,-9.156795e-16,-4.997937e-01,-1.045152e-01,1.095969e-15
87.6,585.0,-5.000000e-01,-7.266878e-15,7.071068e-01,-4.997938e-01,-8.105256e-15,1.045442e-01,-5.000000e-01,7.071068e-01,1.008369e-14,-4.997938e-01,1.045442e-01,-1.647632e-15,-5.000000e-01,7.406090e-15,-7.071068e-01,-4.997938e-01,6.742994e-15,-1.045442e-01,-5.000000e-01,-7.071068e-01,-1.021866e-14,-4.997938e-01,-1.045442e-01,8.744855e-15
87.6,610.0,-5.000000e-01,2.304805e-16,7.071068e-01,-4.997938e-01,-4.808548e-15,1.045733e-01,-5.000000e-01,7.071068e-01,1.098363e-14,-4.997938e-01,1.045733e-01,-7.703487e-15,-5.000000e-01,-6.749785e-15,-7.071068e-01,-4.997938e-01,2.165959e-15,-1.045733e-01,-5.000000e-01,-7.071068e-01,2.683031e-15,-4.997938e-01,-1.045733e-01,8.185218e-15
87.6,635.0,-5.000000e-01,-8.496303e-15,7.071068e-01,-4.997939e-01,-3.745448e-14,1.046024e-01,-5.000000e-01,7.071068e-01,2.644222e-15,-4.997939e-01,1.046024e-01,-2.102668e-14,-5.000000e-01,-5.302865e-15,-7.071068e-01,-4.997939e-01,-2.136658e-15,-1.046024e-01,-5.000000e-01,-7.071068e-01,3.128876e-15,-4.997939e-01,-1.046024e-01,3.204495e-15
87.6,660.0,-5.000000e-01,-6.314699e-15,7.071068e-01,-4.997939e-01,-2.162059e-14,1.046317e-01,-5.000000e-01,7.071068e-01,2.481067e-14,-4.997939e-01,1.046317e-01,-4.322362e-15,-5.000000e-01,1.885431e-15,-7.071068e-01,-4.997939e-01,1.159592e-14,-1.046317e-01,-5.000000e-01,-7.071068e-01,2.184959e-15,-4.997939e-01,-1.046317e-01,5.955300e-15
87.6,685.0,-5.000000e-01,7.581533e-15,7.071068e-01,-4.997940e-01,-5.564045e-15,1.046610e-01,-5.000000e-01,7.071068e-01,-2.524199e-16,-4.997940e-01,1.046610e-01,-1.613689e-14,-5.000000e-01,-1.480878e-14,-7.071068e-01,-4.997940e-01,2.527591e-15,-1.046610e-01,-5.000000e-01,-7.071068e-01,-1.009679e-15,-4.997940e-01,-1.046610e-01,2.593588e-14
87.6,710.0,-5.000000e-01,-4.473518e-15,7.071068e-01,-4.997941e-01,-3.024268e-15,1.046904e-01,-5.000000e-01,7.071068e-01,5.882441e-15,-4.997941e-01,1.046904e-01,5.159005e-15,-5.000000e-01,6.525068e-15,-7.071068e-01,-4.997941e-01,3.059222e-15,-1.046904e-01,-5.000000e-01,-7.071068e-01,5.111332e-15,-4.997941e-01,-1.046904e-01,1.208272e-15
87.6,735.0,-5.000000e-01,2.218368e-15,7.071068e-01,-4.997941e-01,-1.355647e-15,1.047199e-01,-5.000000e-01,7.071068e-01,6.084931e-15,-4.997941e-01,1.047199e-01,3.989040e-15,-5.000000e-01,-5.645085e-15,-7.071068e-01,-4.997941e-01,4.650846e-15,-1.047199e-01,-5.000000e-01,-7.071068e-01,-2.010673e-15,-4.997941e-01,-1.047199e-01,7.086742e-15
87.6,760.0,-5.000000e-01,8.993237e-15,7.071068e-01,-4.997942e-01,1.751010e-14,1.047495e-01,-5.000000e-01,7.071068e-01,-2.210967e-14,-4.997942e-01,1.047495e-01,1.182908e-14,-5.000000e-01,-5.511984e-16,-7.071068e-01,-4.997942e-01,-7.742692e-15,-1.047495e-01,-5.000000e-01,-7.071068e-01,1.604008e-14,-4.997942e-01,-1.047495e-01,-8.360819e-15
87.6,785.0,-5.000000e-01,-1.149840e-15,7.071068e-01,-4.997942e-01,-1.501043e-14,1.047792e-01,-5.000000e-01,7.071068e-01,6.508182e-15,-4.997942e-01,1.047792e-01,8.747264e-15,-5.000000e-01,-7.684299e-15,-7.071068e-01,-4.997942e-01,-3.396220e-15,-1.047792e-01,-5.000000e-01,-7.071068e-01,5.136117e-15,-4.997942e-01,-1.047792e-01,4.663889e-15
87.6,810.0,-5.000000e-01,-8.720717e-15,7.071068e-01,-4.997943e-01,-1.298566e-15,1.048090e-01,-5.000000e-01,7.071068e-01,1.320028e-15,-4.997943e-01,1.048090e-01,2.483229e-15,-5.000000e-01,1.007393e-14,-7.071068e-01,-4.997943e-01,2.798007e-16,-1.048090e-01,-5.000000e-01,-7.071068e-01,2.718948e-15,-4.997943e-01,-1.048090e-01,2.074224e-15
87.6,835.0,-5.000000e-01,-1.255513e-14,7.071068e-01,-4.997943e-01,-2.013840e-14,1.048389e-01,-5.000000e-01,7.071068e-01,8.476820e-15,-4.997943e-01,1.048389e-01,5.550016e-15,-5.000000e-01,7.933819e-15,-7.071068e-01,-4.997943e-01,-6.547996e-15,-1.048389e-01,-5.000000e-01,-7.071068e-01,4.568863e-15,-4.997943e-01,-1.048389e-01,-5.822622e-15
87.6,860.0,-5.000000e-01,2.325532e-15,7.071068e-01,-4.997944e-01,2.721841e-15,1.048688e-01,-5.000000e-01,7.071068e-01,-2.223976e-15,-4.997944e-01,1.048688e-01,-5.846199e-15,-5.000000e-01,-6.963426e-15,-7.071068e-01,-4.997944e-01,-2.819609e-15,-1.048688e-01,-5.000000e-01,-7.071068e-01,2.791619e-15,-4.997944e-01,-1.048688e-01,6.784966e-15
87.6,885.0,-5.000000e-01,4.059626e-15,7.071068e-01,-4.997945e-01,-1.555049e-14,1.048989e-01,-5.000000e-01,7.071068e-01,1.024886e-14,-4.997945e-01,1.048989e-01,-2.566170e-15,-5.000000e-01,-3.376768e-15,-7.071068e-01,-4.997945e-01,8.070157e-15,-1.048989e-01,-5.000000e-01,-7.071068e-01,1.504039e-14,-4.997945e-01,-1.048989e-01,2.625400e-15
90.1,10.0,-5.000000e-01,-3.992215e-14,7.071068e-01,-4.997971e-01,-5.513071e-14,1.060166e-01,-5.000000e-01,7.071068e-01,4.471008e-14,-4.997971e-01,1.060166e-01,-4.256468e-15,-5.000000e-01,3.653010e-16,-7.071068e-01,-4.997971e-01,9.419393e-14,-1.060166e-01,-5.000000e-01,-7.071068e-01,-3.946017e-14,-4.997971e-01,-1.060166e-01,2.210245e-14
90.1,35.0,-5.000000e-01,2.311290e-14,7.071068e-01,-4.997972e-01,-3.296436e-14,1.060428e-01,-5.000000e-01,7.071068e-01,-6.081245e-15,-4.997972e-01,1.060428e-01,8.077333e-15,-5.000000e-01,-6.975974e-14,-7.071068e-01,-4.997972e-01,3.167494e-14,-1.060428e-01,-5.000000e-01,-7.071068e-01,1.425671e-14,-4.997972e-01,-1.060428e-01,-3.104832e-14
90.1,60.0,-5.000000e-01,-1.240466e-14,7.071068e-01,-4.997972e-01,3.317407e-14,1.060691e-01,-5.000000e-01,7.071068e-01,-2.192516e-14,-4.997972e-01,1.060691e-01,-5.503969e-14,-5.000000e-01,1.909481e-14,-7.071068e-01,-4.997972e-01,-2.659552e-15,-1.060691e-01,-5.000000e-01,-7.071068e-01,9.604861e-15,-4.997972e-01,-1.060691e-01,-3.888705e-15
90.1,85.0,-5.000000e-01,9.538876e-14,7.071068e-01,-4.997973e-01,-1.778292e-14,1.060954e-01,-5.000000e-01,7.071068e-01,-1.002667e-14,-4.997973e-01,1.060954e-01,-1.178659e-14,-5.000000e-01,-1.008372e-13,-7.071068e-01,-4.997973e-01,1.254863e-15,-1.060954e-01,-5.000000e-01,-7.071068e-01,1.353712e-14,-4.997973e-01,-1.060954e-01,1.531801e-14
90.1,110.0,-5.000000e-01,1.323096e-14,7.071068e-01,-4.997973e-01,-2.231450e-14,1.061219e-01,-5.000000e-01,7.071068e-01,-7.676847e-16,-4.997973e-01,1.061219e-01,8.634961e-15,-5.000000e-01,-4.266706e-14,-7.071068e-01,-4.997973e-01,2.553501e-15,-1.061219e-01,-5.000000e-01,-7.071068e-01,-2.027078e-14,-4.997973e-01,-1.061219e-01,2.800712e-15
90.1,135.0,-5.000000e-01,-1.088947e-14,7.071068e-01,-4.997974e-01,-2.571915e-14,1.061484e-01,-5.000000e-01,7.071068e-01,6.751392e-15,-4.997974e-01,1.061484e-01,1.174249e-14,-5.000000e-01,2.114918e-14,-7.071068e-01,-4.997974e-01,1.365966e-14,-1.061484e-01,-5.000000e-01,-7.071068e-01,3.496591e-15,-4.997974e-01,-1.061484e-01,-3.371276e-15
90.1,160.0,-5.000000e-01,-2.299998e-16,7.071068e-01,-4.997974e-01,6.238115e-14,1.061750e-01,-5.000000e-01,7.071068e-01,-1.044524e-14,-4.997974e-01,1.061750e-01,-3.695607e-16,-5.000000e-01,5.436788e-15,-7.071068e-01,-4.997974e-01,-3.301644e-14,-1.061750e-01,-5.000000e-01,-7.071068e-01,1.127796e-14,-4.997974e-01,-1.061750e-01,-1.779256e-14
90.1,185.0,-5.000000e-01,-3.970850e-15,7.071068e-01,-4.997975e-01,2.621187e-15,1.062017e-01,-5.000000e-01,7.071068e-01,-2.491760e-14,-4.997975e-01,1.062017e-01,-4.536427e-15,-5.000000e-01,4.865515e-15,-7.071068e-01,-4.997975e-01,-1.514800e-15,-1.062017e-01,-5.000000e-01,-7.071068e-01,-2.502242e-14,-4.997975e-01,-1.062017e-01,-1.629516e-14
90.1,210.0,-5.000000e-01,-1.086230e-15,7.071068e-01,-4.997975e-01,2.164791e-14,1.062285e-01,-5.000000e-01,7.071068e-01,-6.360187e-15,-4.997975e-01,1.062285e-01,2.567178e-15,-5.000000e-01,-1.178167e-15,-7.071068e-01,-4.997975e-01,-1.196476e-14,-1.062285e-01,-5.000000e-01,-7.071068e-01,9.876997e-16,-4.997975e-01,-1.062285e-01,-4.297941e-15
90.1,235.0,-5.000000e-01,8.102898e-15,7.071068e-01,-4.997976e-01,2.062115e-15,1.062553e-01,-5.000000e-01,7.071068e-01,-8.255817e-15,-4.997976e-01,1.062553e-01,-2.279467e-15,-5.000000e-01,-9.670706e-15,-7.071068e-01,-4.997976e-01,2.101894e-15,-1.062553e-01,-5.000000e-01,-7.071068e-01,9.550700e-15,-4.997976e-01,-1.062553e-01,3.881251e-16
90.1,260.0,-5.000000e-01,3.345047e-16,7.071068e-01,-4.997976e-01,2.078155e-14,1.062823e-01,-5.000000e-01,7.071068e-01,9.904052e-15,-4.997976e-01,1.062823e-01,2.429427e-14,-5.000000e-01,1.927718e-14,-7.071068e-01,-4.997976e-01,-1.132531e-14,-1.062823e-01,-5.000000e-01,-7.071068e-01,7.899304e-15,-4.997976e-01,-1.062823e-01,-2.045999e-14
90.1,285.0,-5.000000e-01,3.087489e-15,7.071068e-01,-4.997977e-01,-1.159810e-14,1.063093e-01,-5.000000e-01,7.071068e-01,3.083143e-15,-4.997977e-01,1.063093e-01,-5.549020e-15,-5.000000e-01,-1.667208e-14,-7.071068e-01,-4.997977e-01,5.450973e-15,-1.063093e-01,-5.000000e-01,-7.071068e-01,1.008554e-14,-4.997977e-01,-1.063093e-01,1.008522e-14
90.1,310.0,-5.000000e-01,-4.282324e-16,7.071068e-01,-4.997977e-01,-3.878457e-15,1.063364e-01,-5.000000e-01,7.071068e-01,-7.993623e-15,-4.997977e-01,1.063364e-01,-4.056230e-15,-5.000000e-01,-3.847034e-15,-7.071068e-01,-4.997977e-01,3.017408e-15,-1.063364e-01,-5.000000e-01,-7.071068e-01,-8.524095e-15,-4.997977e-01,-1.063364e-01,2.516097e-17
90.1,335.0,-5.000000e-01,1.480773e-14,7.071068e-01,-4.997978e-01,3.614627e-14,1.063636e-01,-5.000000e-01,7.071068e-01,-2.562221e-14,-4.997978e-01,1.063636e-01,-1.491119e-14,-5.000000e-01,-6.602509e-15,-7.071068e-01,-4.997978e-01,-2.047583e-14,-1.063636e-01,-5.000000e-01,-7.071068e-01,1.450314e-14,-4.997978e-01,-1.063636e-01,4.759504e-15
90.1,360.0,-5.000000e-01,4.747001e-15,7.071068e-01,-4.997978e-01,6.132913e-16,1.063908e-01,-5.000000e-01,7.071068e-01,-1.150461e-14,-4.997978e-01,1.063908e-01,-1.847131e-15,-5.000000e-01,5.769449e-15,-7.071068e-01,-4.997978e-01,8.114982e-16,-1.063908e-01,-5.000000e-01,-7.071068e-01,2.110801e-15,-4.997978e-01,-1.063908e-01,-6.294346e-15
90.1,385.0,-5.000000e-01,-4.371578e-15,7.071068e-01,-4.997979e-01,-3.119975e-14,1.064182e-01,-5.000000e-01,7.071068e-01,-6.650887e-15,-4.997979e-01,1.064182e-01,-4.095900e-14,-5.000000e-01,-1.086243e-14,-7.071068e-01,-4.997979e-01,-3.792502e-15,-1.064182e-01,-5.000000e-01,-7.071068e-01,-1.903159e-14,-4.997979e-01,-1.064182e-01,1.977116e-15
90.1,410.0,-5.000000e-01,-8.291672e-15,7.071068e-01,-4.997979e-01,4.994534e-15,1.064456e-01,-5.000000e-01,7.071068e-01,-1.204676e-14,-4.997979e-01,1.064456e-01,-2.382779e-15,-5.000000e-01,1.641424e-16,-7.071068e-01,-4.997979e-01,-2.000071e-15,-1.064456e-01,-5.000000e-01,-7.071068e-01,-1.888138e-14,-4.997979e-01,-1.064456e-01,-2.775638e-15
90.1,435.0,-5.000000e-01,1.290873e-15,7.071068e-01,-4.997980e-01,4.015026e-16,1.064731e-01,-5.000000e-01,7.071068e-01,6.962463e-15,-4.997980e-01,1.064731e-01,8.855011e-15,-5.000000e-01,2.797694e-15,-7.071068e-01,-4.997980e-01,-5.412074e-16,-1.064731e-01,-5.000000e-01,-7.071068e-01,1.300057e-14,-4.997980e-01,-1.064731e-01,2.123040e-15
90.1,460.0,-5.000000e-01,-8.624364e-15,7.071068e-01,-4.997980e-01,-5.221152e-14,1.065007e-01,-5.000000e-01,7.071068e-01,3.372331e-14,-4.997980e-01,1.065007e-01,-3.229564e-15,-5.000000e-01,3.806094e-15,-7.071068e-01,-4.997980e-01,2.757529e-14,-1.065007e-01,-5.000000e-01,-7.071068e-01,-1.014843e-14,-4.997980e-01,-1.065007e-01,2.593421e-15
90.1,485.0,-5.000000e-01,-5.361832e-15,7.071068e-01,-4.997981e-01,-1.303358e-14,1.065284e-01,-5.000000e-01,7.071068e-01,1.356814e-14,-4.997981e-01,1.065284e-01,-5.834909e-15,-5.000000e-01,-2.606683e-15,-7.071068e-01,-4.997981e-01,5.570112e-15,-1.065284e-01,-5.000000e-01,-7.071068e-01,-3.031654e-15,-4.997981e-01,-1.065284e-01,1.268709e-14
90.1,510.0,-5.000000e-01,-1.255878e-14,7.071068e-01,-4.997982e-01,-1.269242e-14,1.065561e-01,-5.000000e-01,7.071068e-01,-7.496640e-15,-4.997982e-01,1.065561e-01,-3.620736e-15,-5.000000e-01,2.707115e-14,-7.071068e-01,-4.997982e-01,7.964702e-15,-1.065561e-01,-5.000000e-01,-7.071068e-01,3.271789e-14,-4.997982e-01,-1.065561e-01,2.634083e-15
90.1,535.0,-5.000000e-01,-2.872944e-15,7.071068e-01,-4.997982e-01,-4.642852e-15,1.065840e-01,-5.000000e-01,7.071068e-01,3.530137e-15,-4.997982e-01,1.065840e-01,2.575349e-15,-5.000000e-01,3.095079e-15,-7.071068e-01,-4.997982e-01,1.832100e-15,-1.065840e-01,-5.000000e-01,-7.071068e-01,-1.812139e-15,-4.997982e-01,-1.065840e-01,-2.997328e-15
90.1,560.0,-5.000000e-01,-3.159849e-15,7.071068e-01,-4.997983e-01,-2.074961e-15,1.066119e-01,-5.000000e-01,7.071068e-01,1.772914e-15,-4.997983e-01,1.066119e-01,3.396544e-15,-5.000000e-01,-3.073637e-15,-7.071068e-01,-4.997983e-01,1.964061e-15,-1.066119e-01,-5.000000e-01,-7.071068e-01,8.398476e-15,-4.997983e-01,-1.066119e-01,-5.524691e-15
90.1,585.0,-5.000000e-01,5.469533e-15,7.071068e-01,-4.997983e-01,-1.522957e-14,1.066399e-01,-5.000000e-01,7.071068e-01,3.652274e-16,-4.997983e-01,1.066399e-01,1.762803e-15,-5.000000e-01,-9.285487e-15,-7.071068e-01,-4.997983e-01,7.805845e-15,-1.066399e-01,-5.000000e-01,-7.071068e-01,-5.507054e-15,-4.997983e-01,-1.066399e-01,6.265431e-15
90.1,610.0,-5.000000e-01,-9.808222e-16,7.071068e-01,-4.997984e-01,1.569707e-14,1.066680e-01,-5.000000e-01,7.071068e-01,1.415131e-15,-4.997984e-01,1.066680e-01,-2.887253e-15,-5.000000e-01,4.140418e-15,-7.071068e-01,-4.997984e-01,-1.108465e-14,-1.066680e-01,-5.000000e-01,-7.071068e-01,-1.923870e-15,-4.997984e-01,-1.066680e-01,-3.903903e-15
90.1,635.0,-5.000000e-01,1.097562e-15,7.071068e-01,-4.997984e-01,1.356371e-14,1.066962e-01,-5.000000e-01,7.071068e-01,-9.466602e-15,-4.997984e-01,1.066962e-01,5.608473e-17,-5.000000e-01,4.823497e-15,-7.071068e-01,-4.997984e-01,-6.924969e-15,-1.066962e-01,-5.000000e-01,-7.071068e-01,-2.562413e-15,-4.997984e-01,-1.066962e-01,-3.851795e-15
90.1,660.0,-5.000000e-01,3.826517e-15,7.071068e-01,-4.997985e-01,1.336759e-14,1.067245e-01,-5.000000e-01,7.071068e-01,-1.103042e-14,-4.997985e-01,1.067245e-01,8.230561e-15,-5.000000e-01,3.484987e-15,-7.071068e-01,-4.997985e-01,-6.645843e-15,-1.067245e-01,-5.000000e-01,-7.071068e-01,6.446350e-15,-4.997985e-01,-1.067245e-01,-1.426498e-14
90.1,685.0,-5.000000e-01,7.655187e-15,7.071068e-01,-4.997985e-01,1.883155e-14,1.067528e-01,-5.000000e-01,7.071068e-01,-1.215598e-14,-4.997985e-01,1.067528e-01,-1.168846e-14,-5.000000e-01,-1.660495e-14,-7.071068e-01,-4.997985e-01,-9.147472e-15,-1.067528e-01,-5.000000e-01,-7.071068e-01,5.880142e-15,-4.997985e-01,-1.067528e-01,1.446261e-14
90.1,710.0,-5.000000e-01,-2.118226e-16,7.071068e-01,-4.997986e-01,-1.113977e-14,1.067813e-01,-5.000000e-01,7.071068e-01,7.496783e-16,-4.997986e-01,1.067813e-01,-7.044715e-15,-5.000000e-01,1.832477e-15,-7.071068e-01,-4.997986e-01,5.401436e-15,-1.067813e-01,-5.000000e-01,-7.071068e-01,-1.140088e-14,-4.997986e-01,-1.067813e-01,-8.356807e-15
90.1,735.0,-5.000000e-01,1.303008e-15,7.071068e-01,-4.997986e-01,-7.740453e-15,1.068098e-01,-5.000000e-01,7.071068e-01,-6.386877e-16,-4.997986e-01,1.068098e-01,-1.229367e-15,-5.000000e-01,-5.796138e-15,-7.071068e-01,-4.997986e-01,3.344137e-15,-1.068098e-01,-5.000000e-01,-7.071068e-01,-4.537042e-15,-4.997986e-01,-1.068098e-01,2.574965e-15
90.1,760.0,-5.000000e-01,1.692393e-14,7.071068e-01,-4.997987e-01,2.142659e-14,1.068384e-01,-5.000000e-01,7.071068e-01,-2.733628e-14,-4.997987e-01,1.068384e-01,-5.096262e-15,-5.000000e-01,-5.217534e-15,-7.071068e-01,-4.997987e-01,-3.221529e-15,-1.068384e-01,-5.000000e-01,-7.071068e-01,1.456298e-14,-4.997987e-01,-1.068384e-01,-6.216559e-15
90.1,785.0,-5.000000e-01,-4.540926e-15,7.071068e-01,-4.997988e-01,-4.913005e-15,1.068671e-01,-5.000000e-01,7.071068e-01,-6.776278e-16,-4.997988e-01,1.068671e-01,7.452368e-15,-5.000000e-01,1.350895e-14,-7.071068e-01,-4.997988e-01,2.304757e-15,-1.068671e-01,-5.000000e-01,-7.071068e-01,-3.389076e-15,-4.997988e-01,-1.068671e-01,-7.779302e-15
90.1,810.0,-5.000000e-01,-5.004774e-15,7.071068e-01,-4.997988e-01,7.477226e-15,1.068959e-01,-5.000000e-01,7.071068e-01,2.670298e-15,-4.997988e-01,1.068959e-01,-1.502308e-14,-5.000000e-01,8.658960e-16,-7.071068e-01,-4.997988e-01,-3.560843e-15,-1.068959e-01,-5.000000e-01,-7.071068e-01,-6.155896e-15,-4.997988e-01,-1.068959e-01,2.778854e-15
90.1,835.0,-5.000000e-01,-5.460615e-15,7.071068e-01,-4.997989e-01,-2.040749e-15,1.069248e-01,-5.000000e-01,7.071068e-01,4.353735e-15,-4.997989e-01,1.069248e-01,-1.078463e-15,-5.000000e-01,7.704703e-16,-7.071068e-01,-4.997989e-01,1.322827e-15,-1.069248e-01,-5.000000e-01,-7.071068e-01,-5.666295e-16,-4.997989e-01,-1.069248e-01,8.064486e-16
90.1,860.0,-5.000000e-01,-1.839868e-15,7.071068e-01,-4.997989e-01,-3.863947e-15,1.069537e-01,-5.000000e-01,7.071068e-01,7.708191e-15,-4.997989e-01,1.069537e-01,2.067566e-15,-5.000000e-01,9.592795e-16,-7.071068e-01,-4.997989e-01,1.978995e-15,-1.069537e-01,-5.000000e-01,-7.071068e-01,-1.860349e-15,-4.997989e-01,-1.069537e-01,-2.512949e-15
