velocity,height,K11,K12,K13,K14,K15,K16,K21,K22,K23,K24,K25,K26,K31,K32,K33,K34,K35,K36,K41,K42,K43,K44,K45,K46
0.1,10.0,-5.000000e-01,-2.013775e-14,7.071068e-01,-4.159608e+00,8.921838e-12,1.067648e+01,-5.000000e-01,7.071068e-01,-2.286397e-15,-4.159608e+00,1.067648e+01,1.906900e-12,-5.000000e-01,1.699430e-14,-7.071068e-01,-4.159608e+00,-2.049824e-12,-1.067648e+01,-5.000000e-01,-7.071068e-01,3.678234e-15,-4.159608e+00,-1.067648e+01,-2.075978e-12
0.1,35.0,-5.000000e-01,-1.030658e-14,7.071068e-01,-4.164762e+00,-9.152113e-13,1.070209e+01,-5.000000e-01,7.071068e-01,-1.696405e-14,-4.164762e+00,1.070209e+01,-1.231625e-12,-5.000000e-01,3.658371e-14,-7.071068e-01,-4.164762e+00,1.379833e-12,-1.070209e+01,-5.000000e-01,-7.071068e-01,6.895767e-15,-4.164762e+00,-1.070209e+01,2.961561e-12
0.1,60.0,-5.000000e-01,3.214792e-15,7.071068e-01,-4.169924e+00,-7.718507e-12,1.072777e+01,-5.000000e-01,7.071068e-01,7.171157e-15,-4.169924e+00,1.072777e+01,1.313859e-12,-5.000000e-01,-9.449539e-15,-7.071068e-01,-4.169924e+00,-4.492665e-13,-1.072777e+01,-5.000000e-01,-7.071068e-01,-4.394527e-15,-4.169924e+00,-1.072777e+01,-1.035619e-12
0.1,85.0,-5.000000e-01,6.642850e-15,7.071068e-01,-4.175096e+00,1.593142e-11,1.075353e+01,-5.000000e-01,7.071068e-01,-9.447104e-15,-4.175096e+00,1.075353e+01,1.540193e-12,-5.000000e-01,5.156950e-15,-7.071068e-01,-4.175096e+00,-7.851416e-12,-1.075353e+01,-5.000000e-01,-7.071068e-01,8.750460e-15,-4.175096e+00,-1.075353e+01,-1.705036e-12
0.1,110.0,-5.000000e-01,8.363808e-15,7.071068e-01,-4.180278e+00,3.774850e-12,1.077937e+01,-5.000000e-01,7.071068e-01,-2.577835e-15,-4.180278e+00,1.077937e+01,1.078030e-12,-5.000000e-01,-7.667679e-15,-7.071068e-01,-4.180278e+00,-2.741727e-12,-1.077937e+01,-5.000000e-01,-7.071068e-01,-7.855102e-15,-4.180278e+00,-1.077937e+01,-2.400493e-12
0.1,135.0,-5.000000e-01,3.111263e-15,7.071068e-01,-4.185468e+00,-8.589232e-12,1.080528e+01,-5.000000e-01,7.071068e-01,2.493620e-15,-4.185468e+00,1.080528e+01,-1.337458e-12,-5.000000e-01,-2.284834e-14,-7.071068e-01,-4.185468e+00,-2.973534e-13,-1.080528e+01,-5.000000e-01,-7.071068e-01,6.063273e-15,-4.185468e+00,-1.080528e+01,4.348242e-12
0.1,160.0,-5.000000e-01,1.402559e-14,7.071068e-01,-4.190668e+00,-5.335190e-13,1.083127e+01,-5.000000e-01,7.071068e-01,-7.453738e-15,-4.190668e+00,1.083127e+01,1.327583e-12,-5.000000e-01,-6.324293e-15,-7.071068e-01,-4.190668e+00,-3.212360e-12,-1.083127e+01,-5.000000e-01,-7.071068e-01,-1.807643e-15,-4.190668e+00,-1.083127e+01,-3.956686e-13
0.1,185.0,-5.000000e-01,0.000000e+00,7.071068e-01,-4.195877e+00,5.413243e-12,1.085734e+01,-5.000000e-01,7.071068e-01,5.709286e-16,-4.195877e+00,1.085734e+01,-1.576658e-12,-5.000000e-01,2.999985e-15,-7.071068e-01,-4.195877e+00,-2.062161e-12,-1.085734e+01,-5.000000e-01,-7.071068e-01,-1.351490e-14,-4.195877e+00,-1.085734e+01,2.995212e-12
0.1,210.0,-5.000000e-01,1.011041e-15,7.071068e-01,-4.201095e+00,1.962718e-12,1.088348e+01,-5.000000e-01,7.071068e-01,-1.793626e-16,-4.201095e+00,1.088348e+01,7.341098e-13,-5.000000e-01,-1.451791e-15,-7.071068e-01,-4.201095e+00,-2.118590e-12,-1.088348e+01,-5.000000e-01,-7.071068e-01,2.290322e-15,-4.201095e+00,-1.088348e+01,-6.043975e-13
0.1,235.0,-5.000000e-01,-2.538755e-16,7.071068e-01,-4.206323e+00,-5.652053e-12,1.090970e+01,-5.000000e-01,7.071068e-01,1.291485e-14,-4.206323e+00,1.090970e+01,-8.012600e-13,-5.000000e-01,1.607878e-15,-7.071068e-01,-4.206323e+00,5.144258e-12,-1.090970e+01,-5.000000e-01,-7.071068e-01,-1.103050e-14,-4.206323e+00,-1.090970e+01,7.181550e-13
0.1,260.0,-5.000000e-01,-9.718556e-15,7.071068e-01,-4.211560e+00,-2.455383e-12,1.093601e+01,-5.000000e-01,7.071068e-01,1.871695e-15,-4.211560e+00,1.093601e+01,-7.600058e-13,-5.000000e-01,1.120609e-14,-7.071068e-01,-4.211560e+00,2.150389e-12,-1.093601e+01,-5.000000e-01,-7.071068e-01,-3.143312e-15,-4.211560e+00,-1.093601e+01,6.801843e-13
0.1,285.0,-5.000000e-01,2.884208e-14,7.071068e-01,-4.216807e+00,-7.461031e-12,1.096238e+01,-5.000000e-01,7.071068e-01,1.119898e-14,-4.216807e+00,1.096238e+01,1.195772e-12,-5.000000e-01,-2.691557e-14,-7.071068e-01,-4.216807e+00,7.595662e-12,-1.096238e+01,-5.000000e-01,-7.071068e-01,-9.109263e-15,-4.216807e+00,-1.096238e+01,-1.135878e-12
0.1,310.0,-5.000000e-01,-8.688089e-15,7.071068e-01,-4.222062e+00,-8.007235e-12,1.098884e+01,-5.000000e-01,7.071068e-01,1.449644e-14,-4.222062e+00,1.098884e+01,-9.342999e-13,-5.000000e-01,1.207187e-14,-7.071068e-01,-4.222062e+00,8.387798e-12,-1.098884e+01,-5.000000e-01,-7.071068e-01,-1.260506e-14,-4.222062e+00,-1.098884e+01,7.739670e-13
0.1,335.0,-5.000000e-01,-8.958370e-15,7.071068e-01,-4.227328e+00,2.855280e-12,1.101538e+01,-5.000000e-01,7.071068e-01,-2.617442e-15,-4.227328e+00,1.101538e+01,6.883319e-14,-5.000000e-01,8.294506e-15,-7.071068e-01,-4.227328e+00,-2.929523e-12,-1.101538e+01,-5.000000e-01,-7.071068e-01,7.948507e-16,-4.227328e+00,-1.101538e+01,6.024019e-14
0.1,360.0,-5.000000e-01,6.380508e-15,7.071068e-01,-4.232603e+00,-4.664873e-12,1.104199e+01,-5.000000e-01,7.071068e-01,9.728961e-16,-4.232603e+00,1.104199e+01,4.633703e-13,-5.000000e-01,-6.469126e-15,-7.071068e-01,-4.232603e+00,4.641275e-12,-1.104199e+01,-5.000000e-01,-7.071068e-01,-7.066805e-16,-4.232603e+00,-1.104199e+01,-5.483475e-13
0.1,385.0,-5.000000e-01,-1.942531e-14,7.071068e-01,-4.237887e+00,-2.850139e-12,1.106869e+01,-5.000000e-01,7.071068e-01,6.716341e-15,-4.237887e+00,1.106869e+01,7.257418e-13,-5.000000e-01,1.932570e-14,-7.071068e-01,-4.237887e+00,2.700058e-12,-1.106869e+01,-5.000000e-01,-7.071068e-01,-1.002471e-14,-4.237887e+00,-1.106869e+01,-7.326825e-13
0.1,410.0,-5.000000e-01,-1.886584e-15,7.071068e-01,-4.243181e+00,3.524167e-12,1.109546e+01,-5.000000e-01,7.071068e-01,1.108000e-14,-4.243181e+00,1.109546e+01,8.289249e-14,-5.000000e-01,-1.278781e-15,-7.071068e-01,-4.243181e+00,-3.872061e-12,-1.109546e+01,-5.000000e-01,-7.071068e-01,-1.479488e-14,-4.243181e+00,-1.109546e+01,-6.798331e-14
0.1,435.0,-5.000000e-01,8.683112e-15,7.071068e-01,-4.248484e+00,6.986335e-12,1.112231e+01,-5.000000e-01,7.071068e-01,-7.300149e-15,-4.248484e+00,1.112231e+01,-8.719113e-13,-5.000000e-01,-1.028485e-14,-7.071068e-01,-4.248484e+00,-6.973650e-12,-1.112231e+01,-5.000000e-01,-7.071068e-01,8.530632e-15,-4.248484e+00,-1.112231e+01,8.530978e-13
0.1,460.0,-5.000000e-01,1.395103e-14,7.071068e-01,-4.253797e+00,4.146544e-12,1.114925e+01,-5.000000e-01,7.071068e-01,-8.606726e-15,-4.253797e+00,1.114925e+01,1.284007e-12,-5.000000e-01,-1.433102e-14,-7.071068e-01,-4.253797e+00,-4.630905e-12,-1.114925e+01,-5.000000e-01,-7.071068e-01,9.651267e-15,-4.253797e+00,-1.114925e+01,-8.870894e-13
0.1,485.0,-5.000000e-01,-2.969626e-15,7.071068e-01,-4.259119e+00,-1.669611e-12,1.117626e+01,-5.000000e-01,7.071068e-01,7.294049e-15,-4.259119e+00,1.117626e+01,-5.113869e-14,-5.000000e-01,3.545822e-15,-7.071068e-01,-4.259119e+00,1.434038e-12,-1.117626e+01,-5.000000e-01,-7.071068e-01,-9.422812e-15,-4.259119e+00,-1.117626e+01,-1.301544e-13
0.1,510.0,-5.000000e-01,6.517138e-15,7.071068e-01,-4.264451e+00,3.138105e-12,1.120336e+01,-5.000000e-01,7.071068e-01,-3.450023e-15,-4.264451e+00,1.120336e+01,-3.365537e-13,-5.000000e-01,-6.618968e-15,-7.071068e-01,-4.264451e+00,-3.663664e-12,-1.120336e+01,-5.000000e-01,-7.071068e-01,5.313415e-15,-4.264451e+00,-1.120336e+01,3.970445e-13
0.1,535.0,-5.000000e-01,2.731297e-15,7.071068e-01,-4.269793e+00,-2.532460e-12,1.123053e+01,-5.000000e-01,7.071068e-01,5.569691e-15,-4.269793e+00,1.123053e+01,1.145298e-12,-5.000000e-01,-2.678773e-15,-7.071068e-01,-4.269793e+00,2.695511e-12,-1.123053e+01,-5.000000e-01,-7.071068e-01,-3.121637e-15,-4.269793e+00,-1.123053e+01,-1.139211e-12
0.1,560.0,-5.000000e-01,5.573180e-15,7.071068e-01,-4.275144e+00,2.705324e-12,1.125779e+01,-5.000000e-01,7.071068e-01,9.632367e-15,-4.275144e+00,1.125779e+01,1.076189e-12,-5.000000e-01,-5.918629e-15,-7.071068e-01,-4.275144e+00,-2.841291e-12,-1.125779e+01,-5.000000e-01,-7.071068e-01,-8.924477e-15,-4.275144e+00,-1.125779e+01,-8.835596e-13
0.1,585.0,-5.000000e-01,4.695302e-15,7.071068e-01,-4.280505e+00,-6.030209e-12,1.128513e+01,-5.000000e-01,7.071068e-01,4.748722e-15,-4.280505e+00,1.128513e+01,-1.258389e-12,-5.000000e-01,-4.335916e-15,-7.071068e-01,-4.280505e+00,5.976083e-12,-1.128513e+01,-5.000000e-01,-7.071068e-01,-2.374361e-15,-4.280505e+00,-1.128513e+01,9.086972e-13
0.1,610.0,-5.000000e-01,-4.532835e-16,7.071068e-01,-4.285876e+00,-5.761988e-12,1.131255e+01,-5.000000e-01,7.071068e-01,1.133866e-14,-4.285876e+00,1.131255e+01,-4.691736e-12,-5.000000e-01,1.016766e-15,-7.071068e-01,-4.285876e+00,5.513793e-12,-1.131255e+01,-5.000000e-01,-7.071068e-01,-1.035722e-14,-4.285876e+00,-1.131255e+01,4.905988e-12
0.1,635.0,-5.000000e-01,6.040579e-16,7.071068e-01,-4.291256e+00,5.425827e-12,1.134005e+01,-5.000000e-01,7.071068e-01,-1.263997e-14,-4.291256e+00,1.134005e+01,6.947181e-13,-5.000000e-01,-1.711497e-15,-7.071068e-01,-4.291256e+00,-5.587807e-12,-1.134005e+01,-5.000000e-01,-7.071068e-01,1.105670e-14,-4.291256e+00,-1.134005e+01,-8.879047e-13
0.1,660.0,-5.000000e-01,2.217467e-15,7.071068e-01,-4.296647e+00,1.129118e-11,1.136764e+01,-5.000000e-01,7.071068e-01,-1.472259e-14,-4.296647e+00,1.136764e+01,-2.394330e-12,-5.000000e-01,-2.639842e-15,-7.071068e-01,-4.296647e+00,-1.102973e-11,-1.136764e+01,-5.000000e-01,-7.071068e-01,1.372495e-14,-4.296647e+00,-1.136764e+01,2.144184e-12
0.1,685.0,-5.000000e-01,6.419192e-15,7.071068e-01,-4.302046e+00,6.482920e-12,1.139531e+01,-5.000000e-01,7.071068e-01,-2.702236e-14,-4.302046e+00,1.139531e+01,-3.672123e-13,-5.000000e-01,-5.633864e-15,-7.071068e-01,-4.302046e+00,-6.160926e-12,-1.139531e+01,-5.000000e-01,-7.071068e-01,2.673953e-14,-4.302046e+00,-1.139531e+01,2.077432e-13
0.1,710.0,-5.000000e-01,-5.298187e-15,7.071068e-01,-4.307456e+00,-8.371234e-12,1.142306e+01,-5.000000e-01,7.071068e-01,2.906976e-14,-4.307456e+00,1.142306e+01,-3.407741e-13,-5.000000e-01,4.285928e-15,-7.071068e-01,-4.307456e+00,8.282467e-12,-1.142306e+01,-5.000000e-01,-7.071068e-01,-2.859432e-14,-4.307456e+00,-1.142306e+01,4.494605e-13
0.1,735.0,-5.000000e-01,1.827469e-14,7.071068e-01,-4.312875e+00,-8.142585e-12,1.145090e+01,-5.000000e-01,7.071068e-01,-3.539934e-14,-4.312875e+00,1.145090e+01,8.778123e-13,-5.000000e-01,-1.904940e-14,-7.071068e-01,-4.312875e+00,8.257296e-12,-1.145090e+01,-5.000000e-01,-7.071068e-01,3.565814e-14,-4.312875e+00,-1.145090e+01,-1.058858e-12
0.1,760.0,-5.000000e-01,8.386717e-15,7.071068e-01,-4.318305e+00,1.509603e-12,1.147881e+01,-5.000000e-01,7.071068e-01,-3.834793e-16,-4.318305e+00,1.147881e+01,1.020753e-12,-5.000000e-01,-8.440478e-15,-7.071068e-01,-4.318305e+00,-1.499767e-12,-1.147881e+01,-5.000000e-01,-7.071068e-01,1.287899e-15,-4.318305e+00,-1.147881e+01,-8.685415e-13
0.1,785.0,-5.000000e-01,1.113181e-14,7.071068e-01,-4.323744e+00,6.555410e-13,1.150682e+01,-5.000000e-01,7.071068e-01,-8.583218e-15,-4.323744e+00,1.150682e+01,-2.252781e-12,-5.000000e-01,-1.101761e-14,-7.071068e-01,-4.323744e+00,-9.618632e-13,-1.150682e+01,-5.000000e-01,-7.071068e-01,7.281635e-15,-4.323744e+00,-1.150682e+01,1.957624e-12
0.1,810.0,-5.000000e-01,1.331685e-14,7.071068e-01,-4.329193e+00,-7.631334e-12,1.153490e+01,-5.000000e-01,7.071068e-01,8.711948e-15,-4.329193e+00,1.153490e+01,-1.382038e-12,-5.000000e-01,-1.351269e-14,-7.071068e-01,-4.329193e+00,7.347009e-12,-1.153490e+01,-5.000000e-01,-7.071068e-01,-8.038874e-15,-4.329193e+00,-1.153490e+01,1.159265e-12
0.1,835.0,-5.000000e-01,-1.954352e-14,7.071068e-01,-4.334652e+00,9.773585e-12,1.156308e+01,-5.000000e-01,7.071068e-01,-1.646592e-14,-4.334652e+00,1.156308e+01,1.386859e-12,-5.000000e-01,2.049136e-14,-7.071068e-01,-4.334652e+00,-9.952275e-12,-1.156308e+01,-5.000000e-01,-7.071068e-01,1.525946e-14,-4.334652e+00,-1.156308e+01,-1.040721e-12
0.1,860.0,-5.000000e-01,-3.444395e-15,7.071068e-01,-4.340120e+00,3.645281e-12,1.159133e+01,-5.000000e-01,7.071068e-01,-1.591774e-15,-4.340120e+00,1.159133e+01,2.344129e-12,-5.000000e-01,2.384327e-15,-7.071068e-01,-4.340120e+00,-4.222633e-12,-1.159133e+01,-5.000000e-01,-7.071068e-01,2.753338e-15,-4.340120e+00,-1.159133e+01,-2.469285e-12
0.1,885.0,-5.000000e-01,-6.225322e-14,7.071068e-01,-4.345599e+00,-9.744231e-12,1.161967e+01,-5.000000e-01,7.071068e-01,2.181017e-14,-4.345599e+00,1.161967e+01,-3.353639e-12,-5.000000e-01,6.192208e-14,-7.071068e-01,-4.345599e+00,9.350572e-12,-1.161967e+01,-5.000000e-01,-7.071068e-01,-2.058962e-14,-4.345599e+00,-1.161967e+01,3.281085e-12
2.6,10.0,-5.000000e-01,-6.421770e-15,7.071068e-01,-5.194200e-01,1.423238e-13,4.134356e-01,-5.000000e-01,7.071068e-01,4.095906e-15,-5.194200e-01,4.134356e-01,2.033731e-13,-5.000000e-01,3.754161e-15,-7.071068e-01,-5.194200e-01,-9.143018e-14,-4.134356e-01,-5.000000e-01,-7.071068e-01,-3.832060e-15,-5.194200e-01,-4.134356e-01,-1.643389e-13
2.6,35.0,-5.000000e-01,-1.554868e-16,7.071068e-01,-5.194830e-01,-4.182989e-13,4.144205e-01,-5.000000e-01,7.071068e-01,5.340568e-15,-5.194830e-01,4.144205e-01,1.663013e-13,-5.000000e-01,2.084885e-15,-7.071068e-01,-5.194830e-01,4.857104e-13,-4.144205e-01,-5.000000e-01,-7.071068e-01,-3.187155e-15,-5.194830e-01,-4.144205e-01,-9.892663e-14
2.6,60.0,-5.000000e-01,-3.454917e-15,7.071068e-01,-5.195463e-01,-2.293367e-13,4.154083e-01,-5.000000e-01,7.071068e-01,4.154827e-14,-5.195463e-01,4.154083e-01,-3.434353e-14,-5.000000e-01,7.571363e-15,-7.071068e-01,-5.195463e-01,1.381607e-13,-4.154083e-01,-5.000000e-01,-7.071068e-01,-1.967185e-14,-5.195463e-01,-4.154083e-01,3.873116e-14
2.6,85.0,-5.000000e-01,-1.299396e-15,7.071068e-01,-5.196097e-01,2.193258e-14,4.163990e-01,-5.000000e-01,7.071068e-01,2.654302e-15,-5.196097e-01,4.163990e-01,1.434251e-13,-5.000000e-01,9.995354e-16,-7.071068e-01,-5.196097e-01,-1.246552e-14,-4.163990e-01,-5.000000e-01,-7.071068e-01,-5.412063e-16,-5.196097e-01,-4.163990e-01,-2.237680e-13
2.6,110.0,-5.000000e-01,-2.628340e-15,7.071068e-01,-5.196733e-01,2.115050e-13,4.173927e-01,-5.000000e-01,7.071068e-01,-3.963951e-15,-5.196733e-01,4.173927e-01,-5.401829e-14,-5.000000e-01,-1.543412e-16,-7.071068e-01,-5.196733e-01,-3.156827e-13,-4.173927e-01,-5.000000e-01,-7.071068e-01,1.401405e-15,-5.196733e-01,-4.173927e-01,-1.378098e-14
2.6,135.0,-5.000000e-01,1.850815e-15,7.071068e-01,-5.197370e-01,-1.883394e-13,4.183893e-01,-5.000000e-01,7.071068e-01,9.567440e-15,-5.197370e-01,4.183893e-01,2.168847e-13,-5.000000e-01,-4.116935e-15,-7.071068e-01,-5.197370e-01,1.370171e-13,-4.183893e-01,-5.000000e-01,-7.071068e-01,-4.199355e-16,-5.197370e-01,-4.183893e-01,-5.740546e-14
2.6,160.0,-5.000000e-01,-3.924014e-16,7.071068e-01,-5.198010e-01,-1.191318e-13,4.193889e-01,-5.000000e-01,7.071068e-01,8.523609e-15,-5.198010e-01,4.193889e-01,-2.941779e-14,-5.000000e-01,-2.452508e-15,-7.071068e-01,-5.198010e-01,8.581049e-14,-4.193889e-01,-5.000000e-01,-7.071068e-01,-6.086881e-15,-5.198010e-01,-4.193889e-01,3.073615e-14
2.6,185.0,-5.000000e-01,3.883123e-14,7.071068e-01,-5.198651e-01,1.904075e-13,4.203914e-01,-5.000000e-01,7.071068e-01,-6.148239e-15,-5.198651e-01,4.203914e-01,-5.200189e-14,-5.000000e-01,-3.219558e-14,-7.071068e-01,-5.198651e-01,-6.560572e-14,-4.203914e-01,-5.000000e-01,-7.071068e-01,1.272348e-14,-5.198651e-01,-4.203914e-01,6.744594e-15
2.6,210.0,-5.000000e-01,-1.138006e-14,7.071068e-01,-5.199295e-01,1.379988e-13,4.213969e-01,-5.000000e-01,7.071068e-01,1.761160e-15,-5.199295e-01,4.213969e-01,1.046518e-13,-5.000000e-01,9.045517e-15,-7.071068e-01,-5.199295e-01,-8.016538e-14,-4.213969e-01,-5.000000e-01,-7.071068e-01,-4.626198e-15,-5.199295e-01,-4.213969e-01,-1.758366e-13
2.6,235.0,-5.000000e-01,-8.354922e-15,7.071068e-01,-5.199940e-01,5.992806e-13,4.224054e-01,-5.000000e-01,7.071068e-01,5.372176e-15,-5.199940e-01,4.224054e-01,8.529935e-15,-5.000000e-01,6.333131e-15,-7.071068e-01,-5.199940e-01,-6.088893e-13,-4.224054e-01,-5.000000e-01,-7.071068e-01,-3.709688e-15,-5.199940e-01,-4.224054e-01,1.289542e-13
2.6,260.0,-5.000000e-01,-6.839082e-15,7.071068e-01,-5.200586e-01,-1.240088e-14,4.234169e-01,-5.000000e-01,7.071068e-01,2.233865e-15,-5.200586e-01,4.234169e-01,-4.592958e-14,-5.000000e-01,5.963788e-15,-7.071068e-01,-5.200586e-01,-1.299105e-13,-4.234169e-01,-5.000000e-01,-7.071068e-01,-3.716212e-15,-5.200586e-01,-4.234169e-01,-1.507637e-14
2.6,285.0,-5.000000e-01,3.179329e-15,7.071068e-01,-5.201235e-01,-6.121068e-15,4.244314e-01,-5.000000e-01,7.071068e-01,9.912563e-15,-5.201235e-01,4.244314e-01,9.700071e-15,-5.000000e-01,-2.066790e-15,-7.071068e-01,-5.201235e-01,7.421835e-14,-4.244314e-01,-5.000000e-01,-7.071068e-01,-5.044164e-15,-5.201235e-01,-4.244314e-01,-1.225090e-14
2.6,310.0,-5.000000e-01,-1.379191e-14,7.071068e-01,-5.201886e-01,-5.217323e-13,4.254490e-01,-5.000000e-01,7.071068e-01,5.989736e-15,-5.201886e-01,4.254490e-01,6.624968e-14,-5.000000e-01,2.028169e-14,-7.071068e-01,-5.201886e-01,5.530772e-13,-4.254490e-01,-5.000000e-01,-7.071068e-01,-8.917491e-15,-5.201886e-01,-4.254490e-01,-2.237763e-13
2.6,335.0,-5.000000e-01,6.460332e-15,7.071068e-01,-5.202538e-01,-1.803457e-13,4.264695e-01,-5.000000e-01,7.071068e-01,3.326821e-15,-5.202538e-01,4.264695e-01,-1.279758e-13,-5.000000e-01,-4.833899e-15,-7.071068e-01,-5.202538e-01,1.917193e-13,-4.264695e-01,-5.000000e-01,-7.071068e-01,-4.228369e-16,-5.202538e-01,-4.264695e-01,3.406774e-13
2.6,360.0,-5.000000e-01,5.335905e-15,7.071068e-01,-5.203193e-01,1.333710e-13,4.274931e-01,-5.000000e-01,7.071068e-01,3.537425e-15,-5.203193e-01,4.274931e-01,9.308358e-14,-5.000000e-01,-4.126706e-15,-7.071068e-01,-5.203193e-01,-3.109235e-13,-4.274931e-01,-5.000000e-01,-7.071068e-01,-4.408029e-15,-5.203193e-01,-4.274931e-01,-3.240918e-14
2.6,385.0,-5.000000e-01,-3.479986e-15,7.071068e-01,-5.203849e-01,1.367451e-13,4.285198e-01,-5.000000e-01,7.071068e-01,1.919079e-14,-5.203849e-01,4.285198e-01,1.708278e-13,-5.000000e-01,4.448666e-15,-7.071068e-01,-5.203849e-01,-1.232956e-13,-4.285198e-01,-5.000000e-01,-7.071068e-01,-6.780602e-15,-5.203849e-01,-4.285198e-01,1.137960e-13
2.6,410.0,-5.000000e-01,7.072775e-16,7.071068e-01,-5.204507e-01,2.576893e-13,4.295495e-01,-5.000000e-01,7.071068e-01,-1.935928e-16,-5.204507e-01,4.295495e-01,5.155626e-14,-5.000000e-01,1.450826e-15,-7.071068e-01,-5.204507e-01,-1.000247e-13,-4.295495e-01,-5.000000e-01,-7.071068e-01,-4.167074e-15,-5.204507e-01,-4.295495e-01,-2.697403e-13
2.6,435.0,-5.000000e-01,9.395533e-15,7.071068e-01,-5.205167e-01,-7.598407e-14,4.305823e-01,-5.000000e-01,7.071068e-01,4.322960e-16,-5.205167e-01,4.305823e-01,-6.098985e-15,-5.000000e-01,-9.418173e-15,-7.071068e-01,-5.205167e-01,-2.028161e-14,-4.305823e-01,-5.000000e-01,-7.071068e-01,-1.162004e-15,-5.205167e-01,-4.305823e-01,-1.304974e-13
2.6,460.0,-5.000000e-01,2.262315e-17,7.071068e-01,-5.205829e-01,-1.266427e-13,4.316182e-01,-5.000000e-01,7.071068e-01,-1.041554e-14,-5.205829e-01,4.316182e-01,7.417131e-15,-5.000000e-01,-5.384309e-16,-7.071068e-01,-5.205829e-01,4.414175e-14,-4.316182e-01,-5.000000e-01,-7.071068e-01,3.812468e-15,-5.205829e-01,-4.316182e-01,-1.591556e-13
2.6,485.0,-5.000000e-01,-7.246023e-15,7.071068e-01,-5.206493e-01,6.807880e-14,4.326571e-01,-5.000000e-01,7.071068e-01,7.140769e-17,-5.206493e-01,4.326571e-01,2.514678e-13,-5.000000e-01,7.694090e-15,-7.071068e-01,-5.206493e-01,-3.372770e-15,-4.326571e-01,-5.000000e-01,-7.071068e-01,-1.764758e-15,-5.206493e-01,-4.326571e-01,-4.574997e-13
2.6,510.0,-5.000000e-01,9.027246e-17,7.071068e-01,-5.207158e-01,4.601419e-14,4.336992e-01,-5.000000e-01,7.071068e-01,1.027927e-15,-5.207158e-01,4.336992e-01,5.880727e-14,-5.000000e-01,2.708174e-17,-7.071068e-01,-5.207158e-01,-9.414912e-15,-4.336992e-01,-5.000000e-01,-7.071068e-01,1.464969e-15,-5.207158e-01,-4.336992e-01,2.079628e-14
2.6,535.0,-5.000000e-01,-1.351287e-14,7.071068e-01,-5.207826e-01,-3.261556e-14,4.347444e-01,-5.000000e-01,7.071068e-01,1.102276e-14,-5.207826e-01,4.347444e-01,1.907105e-13,-5.000000e-01,1.285254e-14,-7.071068e-01,-5.207826e-01,2.117945e-13,-4.347444e-01,-5.000000e-01,-7.071068e-01,-6.984300e-15,-5.207826e-01,-4.347444e-01,-1.472949e-13
2.6,560.0,-5.000000e-01,2.921273e-15,7.071068e-01,-5.208495e-01,-2.346968e-13,4.357927e-01,-5.000000e-01,7.071068e-01,-4.944271e-15,-5.208495e-01,4.357927e-01,3.382650e-13,-5.000000e-01,-4.032004e-15,-7.071068e-01,-5.208495e-01,1.149586e-13,-4.357927e-01,-5.000000e-01,-7.071068e-01,8.283731e-15,-5.208495e-01,-4.357927e-01,-1.280387e-13
2.6,585.0,-5.000000e-01,-8.532249e-15,7.071068e-01,-5.209167e-01,3.436018e-15,4.368442e-01,-5.000000e-01,7.071068e-01,2.756495e-15,-5.209167e-01,4.368442e-01,-9.915951e-15,-5.000000e-01,8.157928e-15,-7.071068e-01,-5.209167e-01,-3.951532e-14,-4.368442e-01,-5.000000e-01,-7.071068e-01,-5.893035e-15,-5.209167e-01,-4.368442e-01,-9.310142e-14
2.6,610.0,-5.000000e-01,-1.001501e-14,7.071068e-01,-5.209840e-01,2.702840e-14,4.378988e-01,-5.000000e-01,7.071068e-01,2.225306e-15,-5.209840e-01,4.378988e-01,-8.006800e-15,-5.000000e-01,8.309554e-15,-7.071068e-01,-5.209840e-01,-1.899846e-14,-4.378988e-01,-5.000000e-01,-7.071068e-01,-2.499499e-15,-5.209840e-01,-4.378988e-01,-8.531988e-14
2.6,635.0,-5.000000e-01,-1.511032e-15,7.071068e-01,-5.210516e-01,-1.256820e-13,4.389566e-01,-5.000000e-01,7.071068e-01,2.177246e-15,-5.210516e-01,4.389566e-01,-1.066715e-13,-5.000000e-01,8.780321e-16,-7.071068e-01,-5.210516e-01,1.943638e-13,-4.389566e-01,-5.000000e-01,-7.071068e-01,-3.918909e-15,-5.210516e-01,-4.389566e-01,-4.046040e-14
2.6,660.0,-5.000000e-01,5.107566e-15,7.071068e-01,-5.211193e-01,6.256263e-14,4.400175e-01,-5.000000e-01,7.071068e-01,-7.315327e-15,-5.211193e-01,4.400175e-01,-4.947557e-14,-5.000000e-01,-5.810651e-15,-7.071068e-01,-5.211193e-01,-1.140933e-13,-4.400175e-01,-5.000000e-01,-7.071068e-01,5.795616e-15,-5.211193e-01,-4.400175e-01,-1.185924e-14
2.6,685.0,-5.000000e-01,8.158863e-15,7.071068e-01,-5.211872e-01,-1.297756e-13,4.410816e-01,-5.000000e-01,7.071068e-01,-1.963908e-15,-5.211872e-01,4.410816e-01,-4.376684e-13,-5.000000e-01,-7.085777e-15,-7.071068e-01,-5.211872e-01,1.996305e-13,-4.410816e-01,-5.000000e-01,-7.071068e-01,2.388414e-15,-5.211872e-01,-4.410816e-01,5.253556e-13
